!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'					
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Compound:Identifiers:kegg.compound
Michaelis constant	R_PFK	M_f6p_c	28.27	mM	compou
Michaelis constant	R_RBIO	M_f6p_c	0.0523	mM	compou
Michaelis constant	R_CHORM	M_pphn_c	0.3655	mM	compou
Michaelis constant	R_PPNDH	M_pphn_c	3.668e-06	mM	compou
Michaelis constant	R_PPND	M_pphn_c	0.7078	mM	compou
Michaelis constant	R_PRMICI	M_prlp_c	1.264	mM	compou
Michaelis constant	R_IG3PS	M_prlp_c	0.0001922	mM	compou
Michaelis constant	R_TALA	M_s7p_c	0.04739	mM	compou
Michaelis constant	R_TKT1	M_s7p_c	3.8	mM	compou
Michaelis constant	R_PRMICI	M_prfp_c	1.379	mM	compou
Michaelis constant	R_PRAMPC	M_prfp_c	0.5458	mM	compou
Michaelis constant	R_EAR140x	M_tmrs2eACP_c	0.01556	mM	compou
Michaelis constant	R_EAR140y	M_tmrs2eACP_c	0.02192	mM	compou
Michaelis constant	R_3HAD140	M_tmrs2eACP_c	0.01368	mM	compou
Michaelis constant	R_O2tex	M_o2_e	1.698	mM	compou
Michaelis constant	R_EX_o2_e	M_o2_e	8.901e-05	mM	compou
Michaelis constant	R_EX_succ_e	M_succ_e	0.05322	mM	compou
Michaelis constant	R_SUCCtex	M_succ_e	0.002007	mM	compou
Michaelis constant	R_DHORD5	M_mql8_c	0.04101	mM	
Michaelis constant	R_FRD2	M_mql8_c	0.01205	mM	
Michaelis constant	R_CYTBD2pp	M_mql8_c	0.0002686	mM	
Michaelis constant	R_GLYCK2	M_glyc__R_c	0.00101	mM	compou
Michaelis constant	R_GLYCAt2rpp	M_glyc__R_c	0.004511	mM	compou
Michaelis constant	R_PGI	M_g6p_c	0.05957	mM	compou
Michaelis constant	R_G6PDH2r	M_g6p_c	0.0002898	mM	compou
Michaelis constant	R_GLCptspp	M_g6p_c	0.009307	mM	compou
Michaelis constant	R_RNDR1	M_trdrd_c	0.0002207	mM	compou
Michaelis constant	R_RNDR3	M_trdrd_c	0.0002569	mM	compou
Michaelis constant	R_RNDR4	M_trdrd_c	0.0007727	mM	compou
Michaelis constant	R_TRDR	M_trdrd_c	0.0001381	mM	compou
Michaelis constant	R_PAPSR	M_trdrd_c	4.508e-05	mM	compou
Michaelis constant	R_RNDR2	M_trdrd_c	0.0002331	mM	compou
Michaelis constant	R_MTHFC	M_methf_c	0.00375	mM	compou
Michaelis constant	R_MTHFD	M_methf_c	0.008915	mM	compou
Michaelis constant	R_AACPS7	M_ddcaACP_c	0.01815	mM	
Michaelis constant	R_EAR120y	M_ddcaACP_c	0.004501	mM	
Michaelis constant	R_3OAS140	M_ddcaACP_c	0.01238	mM	
Michaelis constant	R_EAR120x	M_ddcaACP_c	0.006973	mM	
Michaelis constant	R_FA120ACPHi	M_ddcaACP_c	0.002036	mM	
Michaelis constant	R_ORPT	M_prpp_c	0.03137	mM	compou
Michaelis constant	R_ANPRT	M_prpp_c	0.01281	mM	compou
Michaelis constant	R_ATPPRT	M_prpp_c	0.0001809	mM	compou
Michaelis constant	R_PRPPS	M_prpp_c	0.2214	mM	compou
Michaelis constant	R_GLUPRT	M_prpp_c	0.001187	mM	compou
Michaelis constant	R_RBIO	M_prpp_c	0.0523	mM	compou
Michaelis constant	R_HISTD	M_histd_c	0.001288	mM	compou
Michaelis constant	R_HISTP	M_histd_c	0.02279	mM	compou
Michaelis constant	R_FORtppi	M_for_p	0.00577	mM	compou
Michaelis constant	R_FORt2pp	M_for_p	0.02858	mM	compou
Michaelis constant	R_FORtex	M_for_p	0.009081	mM	compou
Michaelis constant	R_DHORD5	M_orot_c	0.04101	mM	compou
Michaelis constant	R_ORPT	M_orot_c	0.001384	mM	compou
Michaelis constant	R_DHORD2	M_orot_c	214.6	mM	compou
Michaelis constant	R_GLCtex_copy1	M_glc__D_p	0.009204	mM	compou
Michaelis constant	R_GLCptspp	M_glc__D_p	0.01074	mM	compou
Michaelis constant	R_DHORD2	M_q8_c	4.659e-07	mM	compou
Michaelis constant	R_CYTBDpp	M_q8_c	0.04501	mM	compou
Michaelis constant	R_CYTBO3_4pp	M_q8_c	0.0221	mM	compou
Michaelis constant	R_SUCDi	M_q8_c	3.532e-05	mM	compou
Michaelis constant	R_NADH16pp	M_q8_c	0.002018	mM	compou
Michaelis constant	R_ACODA	M_orn_c	0.03948	mM	compou
Michaelis constant	R_OCBT	M_orn_c	0.4328	mM	compou
Michaelis constant	R_AACPS8	M_dcaACP_c	0.01114	mM	
Michaelis constant	R_EAR100y	M_dcaACP_c	0.004548	mM	
Michaelis constant	R_EAR100x	M_dcaACP_c	0.007045	mM	
Michaelis constant	R_3OAS120	M_dcaACP_c	0.01114	mM	
Michaelis constant	R_FA100ACPHi	M_dcaACP_c	0.001572	mM	
Michaelis constant	R_3OAR121	M_3hcddec5eACP_c	0.003972	mM	
Michaelis constant	R_3HAD121	M_3hcddec5eACP_c	0.007175	mM	
Michaelis constant	R_3HAD120	M_tddec2eACP_c	0.01413	mM	compou
Michaelis constant	R_EAR120y	M_tddec2eACP_c	0.02222	mM	compou
Michaelis constant	R_EAR120x	M_tddec2eACP_c	0.01434	mM	compou
Michaelis constant	R_AACPS3	M_hdca_c	0.002852	mM	compou
Michaelis constant	R_FA160ACPHi	M_hdca_c	0.05783	mM	compou
Michaelis constant	R_GARFT	M_fgam_c	0.04967	mM	compou
Michaelis constant	R_PRFGS	M_fgam_c	0.0031	mM	compou
Michaelis constant	R_CS	M_cit_c	0.2048	mM	compou
Michaelis constant	R_ACONTa	M_cit_c	5.878	mM	compou
Michaelis constant	R_PSCVT	M_skm5p_c	0.002057	mM	compou
Michaelis constant	R_SHKK	M_skm5p_c	6.267	mM	compou
Michaelis constant	R_CS	M_oaa_c	0.0003656	mM	compou
Michaelis constant	R_PPCK	M_oaa_c	0.3278	mM	compou
Michaelis constant	R_ASPTA	M_oaa_c	0.02289	mM	compou
Michaelis constant	R_MDH	M_oaa_c	0.2296	mM	compou
Michaelis constant	R_PPC	M_oaa_c	0.9482	mM	compou
Michaelis constant	R_DHAD2	M_23dhmp_c	1.25e-05	mM	compou
Michaelis constant	R_KARA2	M_23dhmp_c	0.0008948	mM	compou
Michaelis constant	R_IMPC	M_fprica_c	1.694e-05	mM	compou
Michaelis constant	R_AICART	M_fprica_c	0.005047	mM	compou
Michaelis constant	R_EX_glcn_e	M_glcn_e	0.008966	mM	compou
Michaelis constant	R_GLCNtex	M_glcn_e	0.02546	mM	compou
Michaelis constant	R_ACtex	M_ac_p	0.01859	mM	compou
Michaelis constant	R_ACt2rpp	M_ac_p	0.005912	mM	compou
Michaelis constant	R_HISTD	M_his__L_c	0.07765	mM	compou
Michaelis constant	R_RBIO	M_his__L_c	0.0523	mM	compou
Michaelis constant	R_SADT2	M_so4_c	0.02921	mM	compou
Michaelis constant	R_SULabcpp	M_so4_c	0.07786	mM	compou
Michaelis constant	R_SO4t2pp	M_so4_c	0.004136	mM	compou
Michaelis constant	R_RBIO	M_so4_c	0.0523	mM	compou
Michaelis constant	R_PGL	M_6pgl_c	0.0003729	mM	compou
Michaelis constant	R_G6PDH2r	M_6pgl_c	0.3451	mM	compou
Michaelis constant	R_DDPA	M_2dda7p_c	15.9	mM	compou
Michaelis constant	R_DHQS	M_2dda7p_c	1e-08	mM	compou
Michaelis constant	R_SDPTA	M_sl2a6o_c	0.08832	mM	compou
Michaelis constant	R_THDPS	M_sl2a6o_c	4.793e-05	mM	compou
Michaelis constant	R_SADT2	M_gtp_c	0.02921	mM	compou
Michaelis constant	R_ADSS	M_gtp_c	0.0125	mM	compou
Michaelis constant	R_NDPK1	M_gtp_c	0.02495	mM	compou
Michaelis constant	R_RNTR2c2	M_gtp_c	0.01024	mM	compou
Michaelis constant	R_RBIO	M_gtp_c	0.0523	mM	compou
Michaelis constant	R_SULabcpp	M_so4_p	0.001284	mM	compou
Michaelis constant	R_SO4tex	M_so4_p	0.008755	mM	compou
Michaelis constant	R_SO4t2pp	M_so4_p	0.02418	mM	compou
Michaelis constant	R_FRD2	M_succ_c	0.008296	mM	compou
Michaelis constant	R_ICL	M_succ_c	0.2758	mM	compou
Michaelis constant	R_SDPDS	M_succ_c	0.01606	mM	compou
Michaelis constant	R_SUCCt2_2pp	M_succ_c	0.008915	mM	compou
Michaelis constant	R_SHSL1	M_succ_c	10000	mM	compou
Michaelis constant	R_SUCOAS	M_succ_c	0.476	mM	compou
Michaelis constant	R_SUCDi	M_succ_c	3.532e-05	mM	compou
Michaelis constant	R_SUCCt1pp	M_succ_c	0.0498	mM	compou
Michaelis constant	R_RBIO	M_succ_c	0.001912	mM	compou
Michaelis constant	R_SADT2	M_aps_c	0.003424	mM	compou
Michaelis constant	R_ADSK	M_aps_c	1.374e-06	mM	compou
Michaelis constant	R_DHDPRy	M_thdp_c	0.002308	mM	compou
Michaelis constant	R_THDPS	M_thdp_c	0.001434	mM	compou
Michaelis constant	R_RNDR3	M_cdp_c	0.0002569	mM	compou
Michaelis constant	R_NTP5	M_cdp_c	0.601	mM	compou
Michaelis constant	R_RBIO	M_cdp_c	0.001912	mM	compou
Michaelis constant	R_EX_glyc__R_e	M_glyc__R_e	0.008957	mM	compou
Michaelis constant	R_GLYCAtex	M_glyc__R_e	0.02549	mM	compou
Michaelis constant	R_SHK3Dr	M_nadph_c	0.0351	mM	compou
Michaelis constant	R_G5SD	M_nadph_c	0.03808	mM	compou
Michaelis constant	R_ICDHyr	M_nadph_c	0.09928	mM	compou
Michaelis constant	R_GTHOr	M_nadph_c	0.0006191	mM	compou
Michaelis constant	R_KARA1	M_nadph_c	0.003502	mM	compou
Michaelis constant	R_KARA2	M_nadph_c	0.003838	mM	compou
Michaelis constant	R_AGPR	M_nadph_c	0.317	mM	compou
Michaelis constant	R_DHDPRy	M_nadph_c	0.04333	mM	compou
Michaelis constant	R_TRDR	M_nadph_c	1.549e-05	mM	compou
Michaelis constant	R_NADTRHD	M_nadph_c	0.01577	mM	compou
Michaelis constant	R_G3PD2	M_nadph_c	0.0001776	mM	compou
Michaelis constant	R_P5CR	M_nadph_c	0.001475	mM	compou
Michaelis constant	R_ASAD	M_nadph_c	1.164	mM	compou
Michaelis constant	R_SULR	M_nadph_c	0.00146	mM	compou
Michaelis constant	R_GND	M_nadph_c	0.05014	mM	compou
Michaelis constant	R_G6PDH2r	M_nadph_c	0.3451	mM	compou
Michaelis constant	R_ME2	M_nadph_c	0.08699	mM	compou
Michaelis constant	R_HSDy	M_nadph_c	0.01146	mM	compou
Michaelis constant	R_THD2pp	M_nadph_c	0.004833	mM	compou
Michaelis constant	R_MTHFD	M_nadph_c	0.008915	mM	compou
Michaelis constant	R_GLUDy	M_nadph_c	0.0001324	mM	compou
Michaelis constant	R_DHFR	M_nadph_c	0.0001675	mM	compou
Michaelis constant	R_GLUSy	M_nadph_c	0.0001463	mM	compou
Michaelis constant	R_3OAR121	M_nadph_c	0.0002446	mM	compou
Michaelis constant	R_3OAR120	M_nadph_c	0.01267	mM	compou
Michaelis constant	R_EAR180y	M_nadph_c	0.02531	mM	compou
Michaelis constant	R_EAR80y	M_nadph_c	0.02345	mM	compou
Michaelis constant	R_EAR120y	M_nadph_c	0.02222	mM	compou
Michaelis constant	R_3OAR181	M_nadph_c	0.0002515	mM	compou
Michaelis constant	R_3OAR140	M_nadph_c	0.01314	mM	compou
Michaelis constant	R_EAR160y	M_nadph_c	0.02323	mM	compou
Michaelis constant	R_3OAR160	M_nadph_c	0.01419	mM	compou
Michaelis constant	R_EAR100y	M_nadph_c	0.02199	mM	compou
Michaelis constant	R_3OAR141	M_nadph_c	0.0002447	mM	compou
Michaelis constant	R_3OAR161	M_nadph_c	0.0002449	mM	compou
Michaelis constant	R_3OAR60	M_nadph_c	0.01186	mM	compou
Michaelis constant	R_3OAR80	M_nadph_c	0.01162	mM	compou
Michaelis constant	R_EAR140y	M_nadph_c	0.02192	mM	compou
Michaelis constant	R_3OAR40	M_nadph_c	0.0002285	mM	compou
Michaelis constant	R_3OAR100	M_nadph_c	0.01167	mM	compou
Michaelis constant	R_EAR60y	M_nadph_c	0.02361	mM	compou
Michaelis constant	R_3OAR180	M_nadph_c	0.0002367	mM	compou
Michaelis constant	R_FLDR2	M_nadph_c	0.003168	mM	compou
Michaelis constant	R_RBIO	M_nadph_c	0.0523	mM	compou
Michaelis constant	R_ACGK	M_acglu_c	189.2	mM	compou
Michaelis constant	R_ACGS	M_acglu_c	1.471	mM	compou
Michaelis constant	R_3OAR120	M_3hddecACP_c	0.007894	mM	compou
Michaelis constant	R_3HAD120	M_3hddecACP_c	0.007075	mM	compou
Michaelis constant	R_ACHBS	M_2obut_c	78.77	mM	compou
Michaelis constant	R_THRD_L	M_2obut_c	1334	mM	compou
Michaelis constant	R_3OAS141	M_cddec5eACP_c	0.01814	mM	
Michaelis constant	R_EAR121x	M_cddec5eACP_c	0.004935	mM	
Michaelis constant	R_GLYK	M_glyc_c	0.0009616	mM	compou
Michaelis constant	R_G3PT	M_glyc_c	0.01677	mM	compou
Michaelis constant	R_GLYCtpp	M_glyc_c	0.008926	mM	compou
Michaelis constant	R_VALTA	M_val__L_c	2.705	mM	compou
Michaelis constant	R_VPAMTr	M_val__L_c	0.005037	mM	compou
Michaelis constant	R_RBIO	M_val__L_c	0.0523	mM	compou
Michaelis constant	R_P5CR	M_pro__L_c	0.002346	mM	compou
Michaelis constant	R_RBIO	M_pro__L_c	0.0523	mM	compou
Michaelis constant	R_DHORTS	M_cbasp_c	3.429	mM	compou
Michaelis constant	R_ASPCT	M_cbasp_c	7.281	mM	compou
Michaelis constant	R_DHORD5	M_mqn8_c	0.002439	mM	
Michaelis constant	R_FRD2	M_mqn8_c	0.008296	mM	
Michaelis constant	R_CYTBD2pp	M_mqn8_c	0.3722	mM	
Michaelis constant	R_D_LACtex	M_lac__D_p	0.004878	mM	compou
Michaelis constant	R_D_LACt2pp	M_lac__D_p	0.01843	mM	compou
Michaelis constant	R_KAS14	M_malACP_c	0.01375	mM	compou
Michaelis constant	R_MCOATA	M_malACP_c	0.01872	mM	compou
Michaelis constant	R_KAS15	M_malACP_c	0.009384	mM	compou
Michaelis constant	R_3OAS161	M_malACP_c	0.0002874	mM	compou
Michaelis constant	R_3OAS141	M_malACP_c	0.0002873	mM	compou
Michaelis constant	R_3OAS181	M_malACP_c	0.0001742	mM	compou
Michaelis constant	R_3OAS140	M_malACP_c	0.01238	mM	compou
Michaelis constant	R_3OAS60	M_malACP_c	0.01142	mM	compou
Michaelis constant	R_3OAS160	M_malACP_c	0.01174	mM	compou
Michaelis constant	R_3OAS121	M_malACP_c	0.0002872	mM	compou
Michaelis constant	R_3OAS80	M_malACP_c	0.01118	mM	compou
Michaelis constant	R_3OAS100	M_malACP_c	0.0112	mM	compou
Michaelis constant	R_3OAS120	M_malACP_c	0.01114	mM	compou
Michaelis constant	R_3OAS180	M_malACP_c	0.0002827	mM	compou
Michaelis constant	R_3OAR100	M_3hdecACP_c	0.008569	mM	compou
Michaelis constant	R_3HAD100	M_3hdecACP_c	0.007075	mM	compou
Michaelis constant	R_T2DECAI	M_cdec3eACP_c	0.009121	mM	
Michaelis constant	R_3OAS121	M_cdec3eACP_c	0.0181	mM	
Michaelis constant	R_3OAR141	M_3hcmrs7eACP_c	0.003963	mM	
Michaelis constant	R_3HAD141	M_3hcmrs7eACP_c	0.007177	mM	
Michaelis constant	R_GLUtex	M_glu__L_p	0.02408	mM	compou
Michaelis constant	R_GLUt2rpp	M_glu__L_p	0.004748	mM	compou
Michaelis constant	R_3OAR120	M_3oddecACP_c	0.01267	mM	compou
Michaelis constant	R_3OAS120	M_3oddecACP_c	0.008974	mM	compou
Michaelis constant	R_GLYCAt2rpp	M_glyc__R_p	0.02217	mM	compou
Michaelis constant	R_GLYCAtex	M_glyc__R_p	0.003924	mM	compou
Michaelis constant	R_3OAR180	M_3ooctdACP_c	0.02056	mM	
Michaelis constant	R_3OAS180	M_3ooctdACP_c	0.006107	mM	
Michaelis constant	R_3HAD40	M_but2eACP_c	0.01408	mM	compou
Michaelis constant	R_EAR40x	M_but2eACP_c	0.01602	mM	compou
Michaelis constant	R_AACPS7	M_ddca_c	0.005511	mM	
Michaelis constant	R_FA120ACPHi	M_ddca_c	0.04911	mM	
Michaelis constant	R_ME1	M_pyr_c	0.1332	mM	compou
Michaelis constant	R_ALATA_L	M_pyr_c	0.01329	mM	compou
Michaelis constant	R_PYK	M_pyr_c	0.00963	mM	compou
Michaelis constant	R_ACHBS	M_pyr_c	17.85	mM	compou
Michaelis constant	R_ACLS	M_pyr_c	17.85	mM	compou
Michaelis constant	R_PFL	M_pyr_c	2.166	mM	compou
Michaelis constant	R_ANS	M_pyr_c	5113	mM	compou
Michaelis constant	R_PPS	M_pyr_c	0.006049	mM	compou
Michaelis constant	R_DHDPS	M_pyr_c	1.871e-05	mM	compou
Michaelis constant	R_ME2	M_pyr_c	0.08699	mM	compou
Michaelis constant	R_CYSTL	M_pyr_c	0.212	mM	compou
Michaelis constant	R_PYRt2rpp	M_pyr_c	0.007429	mM	compou
Michaelis constant	R_GLCptspp	M_pyr_c	0.009307	mM	compou
Michaelis constant	R_PDH	M_pyr_c	0.0006034	mM	compou
Michaelis constant	R_LDH_D	M_pyr_c	0.01484	mM	compou
Michaelis constant	R_FRUpts2pp	M_pyr_c	0.008649	mM	compou
Michaelis constant	R_VPAMTr	M_pyr_c	0.005037	mM	compou
Michaelis constant	R_TMDS	M_dump_c	0.0002136	mM	compou
Michaelis constant	R_DUTPDP	M_dump_c	0.1593	mM	compou
Michaelis constant	R_ACONTb	M_acon_C_c	0.05402	mM	compou
Michaelis constant	R_ACONTa	M_acon_C_c	0.06794	mM	compou
Michaelis constant	R_ACPPAT180	M_ocdcap_c	0.00928	mM	
Michaelis constant	R_APH180	M_ocdcap_c	0.004213	mM	
Michaelis constant	R_GRXR	M_grxox_c	0.006128	mM	
Michaelis constant	R_RNDR1b	M_grxox_c	0.0142	mM	
Michaelis constant	R_RNDR2b	M_grxox_c	0.01495	mM	
Michaelis constant	R_ICDHyr	M_icit_c	0.00118	mM	compou
Michaelis constant	R_ICL	M_icit_c	0.02885	mM	compou
Michaelis constant	R_ACONTb	M_icit_c	5.884	mM	compou
Michaelis constant	R_LDH_D	M_lac__D_c	0.006738	mM	compou
Michaelis constant	R_D_LACt2pp	M_lac__D_c	0.005427	mM	compou
Michaelis constant	R_ACALD	M_nadh_c	0.0105	mM	compou
Michaelis constant	R_ME1	M_nadh_c	0.001281	mM	compou
Michaelis constant	R_IMPD	M_nadh_c	0.002131	mM	compou
Michaelis constant	R_IPMD	M_nadh_c	1.585	mM	compou
Michaelis constant	R_ALCD2x	M_nadh_c	0.02047	mM	compou
Michaelis constant	R_MDH	M_nadh_c	0.01003	mM	compou
Michaelis constant	R_GLYCL	M_nadh_c	0.01573	mM	compou
Michaelis constant	R_NADTRHD	M_nadh_c	0.006343	mM	compou
Michaelis constant	R_AKGDH	M_nadh_c	0.04384	mM	compou
Michaelis constant	R_HISTD	M_nadh_c	0.6029	mM	compou
Michaelis constant	R_PPND	M_nadh_c	37.59	mM	compou
Michaelis constant	R_GAPD	M_nadh_c	0.139	mM	compou
Michaelis constant	R_THD2pp	M_nadh_c	0.01479	mM	compou
Michaelis constant	R_PDH	M_nadh_c	0.1657	mM	compou
Michaelis constant	R_MTHFR2	M_nadh_c	0.02512	mM	compou
Michaelis constant	R_LDH_D	M_nadh_c	0.01484	mM	compou
Michaelis constant	R_EAR161x	M_nadh_c	0.02066	mM	compou
Michaelis constant	R_PGCD	M_nadh_c	0.1258	mM	compou
Michaelis constant	R_EAR141x	M_nadh_c	0.02068	mM	compou
Michaelis constant	R_EAR181x	M_nadh_c	0.02093	mM	compou
Michaelis constant	R_EAR180x	M_nadh_c	0.02004	mM	compou
Michaelis constant	R_EAR140x	M_nadh_c	0.01556	mM	compou
Michaelis constant	R_EAR121x	M_nadh_c	0.02068	mM	compou
Michaelis constant	R_EAR100x	M_nadh_c	0.01419	mM	compou
Michaelis constant	R_EAR120x	M_nadh_c	0.01434	mM	compou
Michaelis constant	R_EAR160x	M_nadh_c	0.02026	mM	compou
Michaelis constant	R_EAR40x	M_nadh_c	0.01602	mM	compou
Michaelis constant	R_EAR60x	M_nadh_c	0.01226	mM	compou
Michaelis constant	R_EAR80x	M_nadh_c	0.01217	mM	compou
Michaelis constant	R_NADH16pp	M_nadh_c	0.001555	mM	compou
Michaelis constant	R_PPS	M_amp_c	0.05558	mM	compou
Michaelis constant	R_ARGSS	M_amp_c	0.01127	mM	compou
Michaelis constant	R_AACPS1	M_amp_c	0.02062	mM	compou
Michaelis constant	R_ADK1	M_amp_c	0.001187	mM	compou
Michaelis constant	R_ASNS2	M_amp_c	0.2801	mM	compou
Michaelis constant	R_GMPS2	M_amp_c	0.01785	mM	compou
Michaelis constant	R_AACPS3	M_amp_c	0.02753	mM	compou
Michaelis constant	R_PRPPS	M_amp_c	0.02111	mM	compou
Michaelis constant	R_BPNT	M_amp_c	0.06773	mM	compou
Michaelis constant	R_AACPS8	M_amp_c	0.03571	mM	compou
Michaelis constant	R_AACPS9	M_amp_c	0.007702	mM	compou
Michaelis constant	R_AACPS6	M_amp_c	0.01704	mM	compou
Michaelis constant	R_AACPS7	M_amp_c	0.01815	mM	compou
Michaelis constant	R_ADSL1r	M_amp_c	0.05513	mM	compou
Michaelis constant	R_ASNS1	M_amp_c	1.544	mM	compou
Michaelis constant	R_RBIO	M_amp_c	0.001912	mM	compou
Michaelis constant	R_PSERT	M_3php_c	0.0002566	mM	compou
Michaelis constant	R_PGCD	M_3php_c	3.971e-05	mM	compou
Michaelis constant	R_NDPK4	M_dtdp_c	0.009803	mM	compou
Michaelis constant	R_DTMPK	M_dtdp_c	0.01661	mM	compou
Michaelis constant	R_TMDS	M_dhf_c	0.285	mM	compou
Michaelis constant	R_DHFR	M_dhf_c	0.0003056	mM	compou
Michaelis constant	R_PFL	M_for_c	24.14	mM	compou
Michaelis constant	R_FORtppi	M_for_c	0.01733	mM	compou
Michaelis constant	R_FORt2pp	M_for_c	0.003499	mM	compou
Michaelis constant	R_RBIO	M_for_c	0.001912	mM	compou
Michaelis constant	R_EX_pi_e	M_pi_e	0.2743	mM	compou
Michaelis constant	R_PItex	M_pi_e	0.001131	mM	compou
Michaelis constant	R_3OAR160	M_3opalmACP_c	0.01419	mM	compou
Michaelis constant	R_3OAS160	M_3opalmACP_c	0.008518	mM	compou
Michaelis constant	R_3OAR181	M_3hcvac11eACP_c	0.003347	mM	
Michaelis constant	R_3HAD181	M_3hcvac11eACP_c	0.00717	mM	
Michaelis constant	R_CS	M_coa_c	0.2048	mM	compou
Michaelis constant	R_ACALD	M_coa_c	1.894e-06	mM	compou
Michaelis constant	R_PFL	M_coa_c	9.908e-05	mM	compou
Michaelis constant	R_PTAr	M_coa_c	0.0004894	mM	compou
Michaelis constant	R_MCOATA	M_coa_c	0.01872	mM	compou
Michaelis constant	R_HSST	M_coa_c	0.3883	mM	compou
Michaelis constant	R_MALS	M_coa_c	0.1089	mM	compou
Michaelis constant	R_AKGDH	M_coa_c	0.002281	mM	compou
Michaelis constant	R_SERAT	M_coa_c	0.4094	mM	compou
Michaelis constant	R_IPPS	M_coa_c	0.09102	mM	compou
Michaelis constant	R_ACOATA	M_coa_c	0.007414	mM	compou
Michaelis constant	R_THDPS	M_coa_c	4.793e-05	mM	compou
Michaelis constant	R_PDH	M_coa_c	0.0006034	mM	compou
Michaelis constant	R_ACGS	M_coa_c	1.471	mM	compou
Michaelis constant	R_SUCOAS	M_coa_c	8.024	mM	compou
Michaelis constant	R_KAS15	M_coa_c	0.01066	mM	compou
Michaelis constant	R_RBIO	M_coa_c	0.001912	mM	compou
Michaelis constant	R_ASNS2	M_asn__L_c	0.2801	mM	compou
Michaelis constant	R_ASNS1	M_asn__L_c	1.544	mM	compou
Michaelis constant	R_RBIO	M_asn__L_c	0.0523	mM	compou
Michaelis constant	R_RNDR4	M_udp_c	0.0007727	mM	compou
Michaelis constant	R_UMPK	M_udp_c	0.01672	mM	compou
Michaelis constant	R_NDPK2	M_udp_c	0.006727	mM	compou
Michaelis constant	R_RBIO	M_udp_c	0.001912	mM	compou
Michaelis constant	R_LEUTAi	M_leu__L_c	1.345	mM	compou
Michaelis constant	R_RBIO	M_leu__L_c	0.0523	mM	compou
Michaelis constant	R_ADSL2r	M_25aics_c	0.002756	mM	compou
Michaelis constant	R_PRASCSi	M_25aics_c	12.99	mM	compou
Michaelis constant	R_3OAS140	M_3omrsACP_c	0.008076	mM	compou
Michaelis constant	R_3OAR140	M_3omrsACP_c	0.01314	mM	compou
Michaelis constant	R_ACALD	M_acald_c	16.45	mM	compou
Michaelis constant	R_ALCD2x	M_acald_c	0.02047	mM	compou
Michaelis constant	R_ACALDtpp	M_acald_c	0.007067	mM	compou
Michaelis constant	R_3OAR140	M_3hmrsACP_c	0.007609	mM	compou
Michaelis constant	R_3HAD140	M_3hmrsACP_c	0.007311	mM	compou
Michaelis constant	R_RBIO	M_3hmrsACP_c	0.0523	mM	compou
Michaelis constant	R_GLUPRT	M_pram_c	35.34	mM	compou
Michaelis constant	R_PRAGSr	M_pram_c	0.00348	mM	compou
Michaelis constant	R_ACPPAT181	M_ocdceap_c	0.005171	mM	
Michaelis constant	R_APH181	M_ocdceap_c	0.005152	mM	
Michaelis constant	R_IPMD	M_3c4mop_c	1.585	mM	compou
Michaelis constant	R_OMCDC	M_3c4mop_c	0.007688	mM	compou
Michaelis constant	R_CYSTL	M_hcys__L_c	0.212	mM	compou
Michaelis constant	R_METS	M_hcys__L_c	0.001858	mM	compou
Michaelis constant	R_EX_mal__L_e	M_mal__L_e	0.02979	mM	compou
Michaelis constant	R_MALtex	M_mal__L_e	0.008534	mM	compou
Michaelis constant	R_OMPDC	M_co2_c	0.006352	mM	compou
Michaelis constant	R_ICDHyr	M_co2_c	0.09928	mM	compou
Michaelis constant	R_PPCK	M_co2_c	0.0584	mM	compou
Michaelis constant	R_ME1	M_co2_c	0.1332	mM	compou
Michaelis constant	R_ACHBS	M_co2_c	0.1809	mM	compou
Michaelis constant	R_ACLS	M_co2_c	0.1433	mM	compou
Michaelis constant	R_IGPS	M_co2_c	13.04	mM	compou
Michaelis constant	R_HCO3E	M_co2_c	0.001275	mM	compou
Michaelis constant	R_KAS14	M_co2_c	0.00727	mM	compou
Michaelis constant	R_GLYCL	M_co2_c	0.01573	mM	compou
Michaelis constant	R_PPC	M_co2_c	0.0242	mM	compou
Michaelis constant	R_PPNDH	M_co2_c	27.26	mM	compou
Michaelis constant	R_AKGDH	M_co2_c	0.04384	mM	compou
Michaelis constant	R_DAPDC	M_co2_c	0.2234	mM	compou
Michaelis constant	R_PPND	M_co2_c	37.59	mM	compou
Michaelis constant	R_GND	M_co2_c	0.05014	mM	compou
Michaelis constant	R_ME2	M_co2_c	0.08699	mM	compou
Michaelis constant	R_CO2tpp	M_co2_c	0.51	mM	compou
Michaelis constant	R_OMCDC	M_co2_c	0.01301	mM	compou
Michaelis constant	R_PDH	M_co2_c	0.1657	mM	compou
Michaelis constant	R_KAS15	M_co2_c	0.01066	mM	compou
Michaelis constant	R_3OAS161	M_co2_c	0.005494	mM	compou
Michaelis constant	R_3OAS141	M_co2_c	0.005514	mM	compou
Michaelis constant	R_3OAS181	M_co2_c	0.005074	mM	compou
Michaelis constant	R_3OAS140	M_co2_c	0.008076	mM	compou
Michaelis constant	R_3OAS60	M_co2_c	0.008755	mM	compou
Michaelis constant	R_3OAS160	M_co2_c	0.008518	mM	compou
Michaelis constant	R_3OAS121	M_co2_c	0.005524	mM	compou
