!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
Michaelis constant	R_PAPSR	M_trdrd_c	4.445e-05	mM	R02021	C00342
Michaelis constant	R_RNDR2	M_trdrd_c	0.0006567	mM	R02019	C00342
Michaelis constant	R_MTHFC	M_methf_c	0.0006771	mM	R01655	C00445
Michaelis constant	R_MTHFD	M_methf_c	0.008826	mM	R01220	C00445
Michaelis constant	R_AACPS7	M_ddcaACP_c	0.03072	mM		
Michaelis constant	R_EAR120y	M_ddcaACP_c	0.004513	mM		
Michaelis constant	R_3OAS140	M_ddcaACP_c	0.01252	mM		
Michaelis constant	R_EAR120x	M_ddcaACP_c	0.006849	mM		
Michaelis constant	R_FA120ACPHi	M_ddcaACP_c	0.00115	mM		
Michaelis constant	R_ORPT	M_prpp_c	0.03135	mM	R01870	C00119
Michaelis constant	R_ANPRT	M_prpp_c	0.01283	mM	R01073	C00119
Michaelis constant	R_ATPPRT	M_prpp_c	8.333e-05	mM	R01071	C00119
Michaelis constant	R_PRPPS	M_prpp_c	0.3434	mM		C00119
Michaelis constant	R_GLUPRT	M_prpp_c	0.001026	mM	R01072	C00119
Michaelis constant	R_RBIO	M_prpp_c	0.05029	mM		C00119
Michaelis constant	R_HISTD	M_histd_c	0.0008397	mM	R01158	C00860
Michaelis constant	R_HISTP	M_histd_c	0.1211	mM	R03013	C00860
Michaelis constant	R_FORtppi	M_for_p	0.005775	mM		C00058
Michaelis constant	R_FORt2pp	M_for_p	0.02583	mM		C00058
Michaelis constant	R_FORtex	M_for_p	0.01139	mM		C00058
Michaelis constant	R_DHORD5	M_orot_c	0.01251	mM		C00295
Michaelis constant	R_ORPT	M_orot_c	0.001375	mM	R01870	C00295
Michaelis constant	R_DHORD2	M_orot_c	196.8	mM		C00295
Michaelis constant	R_GLCtex_copy1	M_glc__D_p	0.008986	mM		C00031
Michaelis constant	R_GLCptspp	M_glc__D_p	0.01097	mM		C00031
Michaelis constant	R_DHORD2	M_q8_c	5.081e-07	mM		C17569
Michaelis constant	R_CYTBDpp	M_q8_c	0.02501	mM		C17569
Michaelis constant	R_CYTBO3_4pp	M_q8_c	0.01768	mM		C17569
Michaelis constant	R_SUCDi	M_q8_c	3.737e-05	mM		C17569
Michaelis constant	R_NADH16pp	M_q8_c	0.002068	mM		C17569
Michaelis constant	R_ACODA	M_orn_c	0.2813	mM	R00669	C00077
Michaelis constant	R_OCBT	M_orn_c	0.4326	mM	R01398	C00077
Michaelis constant	R_AACPS8	M_dcaACP_c	0.01181	mM		
Michaelis constant	R_EAR100y	M_dcaACP_c	0.004555	mM		
Michaelis constant	R_EAR100x	M_dcaACP_c	0.006913	mM		
Michaelis constant	R_3OAS120	M_dcaACP_c	0.0113	mM		
Michaelis constant	R_FA100ACPHi	M_dcaACP_c	0.0008408	mM		
Michaelis constant	R_3OAR121	M_3hcddec5eACP_c	0.003851	mM		
Michaelis constant	R_3HAD121	M_3hcddec5eACP_c	0.007197	mM		
Michaelis constant	R_3HAD120	M_tddec2eACP_c	0.01411	mM	R04965	C05758
Michaelis constant	R_EAR120y	M_tddec2eACP_c	0.02216	mM		C05758
Michaelis constant	R_EAR120x	M_tddec2eACP_c	0.0146	mM		C05758
Michaelis constant	R_AACPS3	M_hdca_c	0.002651	mM		C00249
Michaelis constant	R_FA160ACPHi	M_hdca_c	0.1079	mM		C00249
Michaelis constant	R_GARFT	M_fgam_c	0.05015	mM	R04325	C04376
Michaelis constant	R_PRFGS	M_fgam_c	0.002036	mM		C04376
Michaelis constant	R_CS	M_cit_c	0.7661	mM	R00351	C00158
Michaelis constant	R_ACONTa	M_cit_c	5.946	mM	R01325	C00158
Michaelis constant	R_PSCVT	M_skm5p_c	0.001982	mM	R03460	C03175
Michaelis constant	R_SHKK	M_skm5p_c	6.268	mM	R02412	C03175
Michaelis constant	R_CS	M_oaa_c	0.0003028	mM	R00351	C00036
Michaelis constant	R_PPCK	M_oaa_c	0.3255	mM	R00341	C00036
Michaelis constant	R_ASPTA	M_oaa_c	0.01576	mM	R00355	C00036
Michaelis constant	R_MDH	M_oaa_c	0.2324	mM	R00342	C00036
Michaelis constant	R_PPC	M_oaa_c	3.729	mM	R00345	C00036
Michaelis constant	R_DHAD2	M_23dhmp_c	3.389e-05	mM	R05070	C06007
Michaelis constant	R_KARA2	M_23dhmp_c	0.0009729	mM		C06007
Michaelis constant	R_IMPC	M_fprica_c	0.0001277	mM	R01127	C04734
Michaelis constant	R_AICART	M_fprica_c	0.005166	mM	R04560	C04734
Michaelis constant	R_EX_glcn_e	M_glcn_e	0.009038	mM		C00257
Michaelis constant	R_GLCNtex	M_glcn_e	0.02528	mM		C00257
Michaelis constant	R_ACtex	M_ac_p	0.01927	mM		C00033
Michaelis constant	R_ACt2rpp	M_ac_p	0.005735	mM		C00033
Michaelis constant	R_HISTD	M_his__L_c	0.1191	mM	R01158	C00135
Michaelis constant	R_RBIO	M_his__L_c	0.05029	mM		C00135
Michaelis constant	R_SADT2	M_so4_c	0.01388	mM		C00059
Michaelis constant	R_SULabcpp	M_so4_c	0.1511	mM		C00059
Michaelis constant	R_SO4t2pp	M_so4_c	0.003669	mM		C00059
Michaelis constant	R_RBIO	M_so4_c	0.05029	mM		C00059
Michaelis constant	R_PGL	M_6pgl_c	8.962e-05	mM	R02035	C01236
Michaelis constant	R_G6PDH2r	M_6pgl_c	0.3446	mM	R00835	C01236
Michaelis constant	R_DDPA	M_2dda7p_c	86.48	mM	R01826	C04691
Michaelis constant	R_DHQS	M_2dda7p_c	1e-08	mM	R03083	C04691
Michaelis constant	R_SDPTA	M_sl2a6o_c	0.08556	mM	R04475	C04462
Michaelis constant	R_THDPS	M_sl2a6o_c	0.0001353	mM	R04365	C04462
Michaelis constant	R_SADT2	M_gtp_c	0.01388	mM		C00044
Michaelis constant	R_ADSS	M_gtp_c	0.01251	mM	R01135	C00044
Michaelis constant	R_NDPK1	M_gtp_c	0.02714	mM	R00330	C00044
Michaelis constant	R_RNTR2c2	M_gtp_c	0.01192	mM		C00044
Michaelis constant	R_RBIO	M_gtp_c	0.05029	mM		C00044
Michaelis constant	R_SULabcpp	M_so4_p	0.0006617	mM		C00059
Michaelis constant	R_SO4tex	M_so4_p	0.009251	mM		C00059
Michaelis constant	R_SO4t2pp	M_so4_p	0.02725	mM		C00059
Michaelis constant	R_FRD2	M_succ_c	0.02851	mM		C00042
Michaelis constant	R_ICL	M_succ_c	0.2802	mM	R00479	C00042
Michaelis constant	R_SDPDS	M_succ_c	0.1003	mM	R02734	C00042
Michaelis constant	R_SUCCt2_2pp	M_succ_c	0.009325	mM		C00042
Michaelis constant	R_SHSL1	M_succ_c	10000	mM	R03260	C00042
Michaelis constant	R_SUCOAS	M_succ_c	0.4751	mM	R00405	C00042
Michaelis constant	R_SUCDi	M_succ_c	3.737e-05	mM		C00042
Michaelis constant	R_SUCCt1pp	M_succ_c	0.04198	mM		C00042
Michaelis constant	R_RBIO	M_succ_c	0.001989	mM		C00042
Michaelis constant	R_SADT2	M_aps_c	0.007205	mM		C00224
Michaelis constant	R_ADSK	M_aps_c	1.279e-06	mM	R00509	C00224
Michaelis constant	R_DHDPRy	M_thdp_c	0.002544	mM		C03972
Michaelis constant	R_THDPS	M_thdp_c	0.001241	mM	R04365	C03972
Michaelis constant	R_RNDR3	M_cdp_c	0.0007261	mM	R02024	C00112
Michaelis constant	R_NTP5	M_cdp_c	1.862	mM	R00569	C00112
Michaelis constant	R_RBIO	M_cdp_c	0.001989	mM		C00112
Michaelis constant	R_EX_glyc__R_e	M_glyc__R_e	0.01074	mM		C00258
Michaelis constant	R_GLYCAtex	M_glyc__R_e	0.0216	mM		C00258
Michaelis constant	R_SHK3Dr	M_nadph_c	0.03505	mM	R02413	C00005
Michaelis constant	R_G5SD	M_nadph_c	0.04857	mM	R03313	C00005
Michaelis constant	R_ICDHyr	M_nadph_c	0.08687	mM	R00267	C00005
Michaelis constant	R_GTHOr	M_nadph_c	0.0006192	mM	R00115	C00005
Michaelis constant	R_KARA1	M_nadph_c	0.003456	mM	R04439	C00005
Michaelis constant	R_KARA2	M_nadph_c	0.003802	mM		C00005
Michaelis constant	R_AGPR	M_nadph_c	0.3157	mM	R03443	C00005
Michaelis constant	R_DHDPRy	M_nadph_c	0.03931	mM		C00005
Michaelis constant	R_TRDR	M_nadph_c	1.56e-05	mM	R02016	C00005
Michaelis constant	R_NADTRHD	M_nadph_c	0.01537	mM	R00112	C00005
Michaelis constant	R_G3PD2	M_nadph_c	0.0001776	mM	R00844	C00005
Michaelis constant	R_P5CR	M_nadph_c	0.001491	mM	R01251	C00005
Michaelis constant	R_ASAD	M_nadph_c	1.097	mM	R02291	C00005
Michaelis constant	R_SULR	M_nadph_c	0.001704	mM	R00858	C00005
Michaelis constant	R_GND	M_nadph_c	0.05474	mM	R01528	C00005
Michaelis constant	R_G6PDH2r	M_nadph_c	0.3446	mM	R00835	C00005
Michaelis constant	R_ME2	M_nadph_c	0.1166	mM	R00216	C00005
Michaelis constant	R_HSDy	M_nadph_c	0.01173	mM	R01775	C00005
Michaelis constant	R_THD2pp	M_nadph_c	0.004873	mM		C00005
Michaelis constant	R_MTHFD	M_nadph_c	0.008826	mM	R01220	C00005
Michaelis constant	R_GLUDy	M_nadph_c	0.0001705	mM	R00248	C00005
Michaelis constant	R_DHFR	M_nadph_c	0.0001663	mM	R00939	C00005
Michaelis constant	R_GLUSy	M_nadph_c	0.0001494	mM	R00114	C00005
Michaelis constant	R_3OAR121	M_nadph_c	0.0002458	mM		C00005
Michaelis constant	R_3OAR120	M_nadph_c	0.01289	mM	R04964	C00005
Michaelis constant	R_EAR180y	M_nadph_c	0.02525	mM		C00005
Michaelis constant	R_EAR80y	M_nadph_c	0.02373	mM		C00005
Michaelis constant	R_EAR120y	M_nadph_c	0.02216	mM		C00005
Michaelis constant	R_3OAR181	M_nadph_c	0.0002524	mM		C00005
Michaelis constant	R_3OAR140	M_nadph_c	0.01331	mM	R04566	C00005
Michaelis constant	R_EAR160y	M_nadph_c	0.02315	mM		C00005
Michaelis constant	R_3OAR160	M_nadph_c	0.0145	mM	R04543	C00005
Michaelis constant	R_EAR100y	M_nadph_c	0.02195	mM		C00005
Michaelis constant	R_3OAR141	M_nadph_c	0.0002458	mM		C00005
Michaelis constant	R_3OAR161	M_nadph_c	0.0002457	mM		C00005
Michaelis constant	R_3OAR60	M_nadph_c	0.01233	mM	R04953	C00005
Michaelis constant	R_3OAR80	M_nadph_c	0.01215	mM	R04536	C00005
Michaelis constant	R_EAR140y	M_nadph_c	0.02199	mM		C00005
Michaelis constant	R_3OAR40	M_nadph_c	0.0002297	mM		C00005
Michaelis constant	R_3OAR100	M_nadph_c	0.01225	mM	R04534	C00005
Michaelis constant	R_EAR60y	M_nadph_c	0.02385	mM		C00005
Michaelis constant	R_3OAR180	M_nadph_c	0.0002378	mM		C00005
Michaelis constant	R_FLDR2	M_nadph_c	0.004353	mM		C00005
Michaelis constant	R_RBIO	M_nadph_c	0.05029	mM		C00005
Michaelis constant	R_ACGK	M_acglu_c	189.2	mM	R02649	C00624
Michaelis constant	R_ACGS	M_acglu_c	0.9535	mM	R00259	C00624
Michaelis constant	R_3OAR120	M_3hddecACP_c	0.007757	mM	R04964	C05757
Michaelis constant	R_3HAD120	M_3hddecACP_c	0.007087	mM	R04965	C05757
Michaelis constant	R_ACHBS	M_2obut_c	78.77	mM	R08648	C00109
Michaelis constant	R_THRD_L	M_2obut_c	1173	mM	R00996	C00109
Michaelis constant	R_3OAS141	M_cddec5eACP_c	0.0186	mM		
Michaelis constant	R_EAR121x	M_cddec5eACP_c	0.004789	mM		
Michaelis constant	R_GLYK	M_glyc_c	0.0009022	mM	R00847	C00116
Michaelis constant	R_G3PT	M_glyc_c	0.07134	mM	R00841	C00116
Michaelis constant	R_GLYCtpp	M_glyc_c	0.008406	mM		C00116
Michaelis constant	R_VALTA	M_val__L_c	2.704	mM	R01214	C00183
Michaelis constant	R_VPAMTr	M_val__L_c	0.004847	mM	R01215	C00183
Michaelis constant	R_RBIO	M_val__L_c	0.05029	mM		C00183
Michaelis constant	R_P5CR	M_pro__L_c	0.002151	mM	R01251	C00148
Michaelis constant	R_RBIO	M_pro__L_c	0.05029	mM		C00148
Michaelis constant	R_DHORTS	M_cbasp_c	3.446	mM	R01993	C00438
Michaelis constant	R_ASPCT	M_cbasp_c	7.358	mM	R01397	C00438
Michaelis constant	R_DHORD5	M_mqn8_c	0.007996	mM		
Michaelis constant	R_FRD2	M_mqn8_c	0.02851	mM		
Michaelis constant	R_CYTBD2pp	M_mqn8_c	0.3357	mM		
Michaelis constant	R_D_LACtex	M_lac__D_p	0.005311	mM		C00256
Michaelis constant	R_D_LACt2pp	M_lac__D_p	0.01714	mM		C00256
Michaelis constant	R_KAS14	M_malACP_c	0.01387	mM	R04355	C01209
Michaelis constant	R_MCOATA	M_malACP_c	0.01318	mM	R01626	C01209
Michaelis constant	R_KAS15	M_malACP_c	0.009522	mM	R10707	C01209
Michaelis constant	R_3OAS161	M_malACP_c	0.0002883	mM		C01209
Michaelis constant	R_3OAS141	M_malACP_c	0.0002884	mM		C01209
Michaelis constant	R_3OAS181	M_malACP_c	0.0001748	mM		C01209
Michaelis constant	R_3OAS140	M_malACP_c	0.01252	mM		C01209
Michaelis constant	R_3OAS60	M_malACP_c	0.01178	mM		C01209
Michaelis constant	R_3OAS160	M_malACP_c	0.01197	mM		C01209
Michaelis constant	R_3OAS121	M_malACP_c	0.0002884	mM		C01209
Michaelis constant	R_3OAS80	M_malACP_c	0.0116	mM		C01209
Michaelis constant	R_3OAS100	M_malACP_c	0.01166	mM		C01209
Michaelis constant	R_3OAS120	M_malACP_c	0.0113	mM		C01209
Michaelis constant	R_3OAS180	M_malACP_c	0.0002838	mM		C01209
Michaelis constant	R_3OAR100	M_3hdecACP_c	0.00816	mM	R04534	C04619
Michaelis constant	R_3HAD100	M_3hdecACP_c	0.007109	mM	R04535	C04619
Michaelis constant	R_T2DECAI	M_cdec3eACP_c	0.008754	mM		
Michaelis constant	R_3OAS121	M_cdec3eACP_c	0.01861	mM		
Michaelis constant	R_3OAR141	M_3hcmrs7eACP_c	0.003854	mM		
Michaelis constant	R_3HAD141	M_3hcmrs7eACP_c	0.007196	mM		
Michaelis constant	R_GLUtex	M_glu__L_p	0.01753	mM		C00025
Michaelis constant	R_GLUt2rpp	M_glu__L_p	0.006215	mM		C00025
Michaelis constant	R_3OAR120	M_3oddecACP_c	0.01289	mM	R04964	C05756
Michaelis constant	R_3OAS120	M_3oddecACP_c	0.008848	mM		C05756
Michaelis constant	R_GLYCAt2rpp	M_glyc__R_p	0.01926	mM		C00258
Michaelis constant	R_GLYCAtex	M_glyc__R_p	0.004629	mM		C00258
Michaelis constant	R_3OAR180	M_3ooctdACP_c	0.02115	mM		
Michaelis constant	R_3OAS180	M_3ooctdACP_c	0.005951	mM		
Michaelis constant	R_3HAD40	M_but2eACP_c	0.01403	mM		C04246
Michaelis constant	R_EAR40x	M_but2eACP_c	0.01655	mM		C04246
Michaelis constant	R_AACPS7	M_ddca_c	0.003255	mM		
Michaelis constant	R_FA120ACPHi	M_ddca_c	0.08694	mM		
Michaelis constant	R_ME1	M_pyr_c	0.2026	mM	R00214	C00022
Michaelis constant	R_ALATA_L	M_pyr_c	0.01326	mM	R00258	C00022
Michaelis constant	R_PYK	M_pyr_c	0.01003	mM	R00200	C00022
Michaelis constant	R_ACHBS	M_pyr_c	17.85	mM	R08648	C00022
Michaelis constant	R_ACLS	M_pyr_c	17.85	mM	R00226	C00022
Michaelis constant	R_PFL	M_pyr_c	2.166	mM	R00212	C00022
Michaelis constant	R_ANS	M_pyr_c	5934	mM	R00986	C00022
Michaelis constant	R_PPS	M_pyr_c	0.005582	mM	R00199	C00022
Michaelis constant	R_DHDPS	M_pyr_c	3.512e-05	mM		C00022
Michaelis constant	R_ME2	M_pyr_c	0.1166	mM	R00216	C00022
Michaelis constant	R_CYSTL	M_pyr_c	0.9677	mM	R01286	C00022
Michaelis constant	R_PYRt2rpp	M_pyr_c	0.008017	mM		C00022
Michaelis constant	R_GLCptspp	M_pyr_c	0.009119	mM		C00022
Michaelis constant	R_PDH	M_pyr_c	0.0006988	mM	R00209	C00022
Michaelis constant	R_LDH_D	M_pyr_c	0.01485	mM	R00704	C00022
Michaelis constant	R_FRUpts2pp	M_pyr_c	0.008511	mM		C00022
Michaelis constant	R_VPAMTr	M_pyr_c	0.004847	mM	R01215	C00022
Michaelis constant	R_TMDS	M_dump_c	0.0002127	mM	R02101	C00365
Michaelis constant	R_DUTPDP	M_dump_c	0.4622	mM	R02100	C00365
Michaelis constant	R_ACONTb	M_acon_C_c	0.00584	mM	R01900	C00417
Michaelis constant	R_ACONTa	M_acon_C_c	0.005614	mM	R01325	C00417
Michaelis constant	R_ACPPAT180	M_ocdcap_c	0.01343	mM		
Michaelis constant	R_APH180	M_ocdcap_c	0.003101	mM		
Michaelis constant	R_GRXR	M_grxox_c	0.01043	mM		
Michaelis constant	R_RNDR1b	M_grxox_c	0.01087	mM		
Michaelis constant	R_RNDR2b	M_grxox_c	0.01061	mM		
Michaelis constant	R_ICDHyr	M_icit_c	0.0012	mM	R00267	C00311
Michaelis constant	R_ICL	M_icit_c	0.02775	mM	R00479	C00311
Michaelis constant	R_ACONTb	M_icit_c	5.945	mM	R01900	C00311
Michaelis constant	R_LDH_D	M_lac__D_c	0.006736	mM	R00704	C00256
Michaelis constant	R_D_LACt2pp	M_lac__D_c	0.005834	mM		C00256
Michaelis constant	R_ACALD	M_nadh_c	0.0105	mM	R00228	C00004
Michaelis constant	R_ME1	M_nadh_c	0.001355	mM	R00214	C00004
Michaelis constant	R_IMPD	M_nadh_c	0.006349	mM	R01130	C00004
Michaelis constant	R_IPMD	M_nadh_c	0.9529	mM	R04426	C00004
Michaelis constant	R_ALCD2x	M_nadh_c	0.02048	mM	R00754	C00004
Michaelis constant	R_MDH	M_nadh_c	0.0104	mM	R00342	C00004
Michaelis constant	R_GLYCL	M_nadh_c	0.0142	mM	R01221	C00004
Michaelis constant	R_NADTRHD	M_nadh_c	0.006505	mM	R00112	C00004
Michaelis constant	R_AKGDH	M_nadh_c	0.05312	mM	R08549	C00004
Michaelis constant	R_HISTD	M_nadh_c	1.418	mM	R01158	C00004
Michaelis constant	R_PPND	M_nadh_c	40.28	mM	R01728	C00004
Michaelis constant	R_GAPD	M_nadh_c	0.1629	mM	R01061	C00004
Michaelis constant	R_THD2pp	M_nadh_c	0.01364	mM		C00004
Michaelis constant	R_PDH	M_nadh_c	0.1431	mM	R00209	C00004
Michaelis constant	R_MTHFR2	M_nadh_c	0.02526	mM	R07168	C00004
Michaelis constant	R_LDH_D	M_nadh_c	0.01485	mM	R00704	C00004
Michaelis constant	R_EAR161x	M_nadh_c	0.02072	mM		C00004
Michaelis constant	R_PGCD	M_nadh_c	0.1711	mM	R01513	C00004
Michaelis constant	R_EAR141x	M_nadh_c	0.02072	mM		C00004
Michaelis constant	R_EAR181x	M_nadh_c	0.02096	mM		C00004
Michaelis constant	R_EAR180x	M_nadh_c	0.02008	mM		C00004
Michaelis constant	R_EAR140x	M_nadh_c	0.01593	mM		C00004
Michaelis constant	R_EAR121x	M_nadh_c	0.02073	mM		C00004
Michaelis constant	R_EAR100x	M_nadh_c	0.01447	mM		C00004
Michaelis constant	R_EAR120x	M_nadh_c	0.0146	mM		C00004
Michaelis constant	R_EAR160x	M_nadh_c	0.02029	mM		C00004
Michaelis constant	R_EAR40x	M_nadh_c	0.01655	mM		C00004
Michaelis constant	R_EAR60x	M_nadh_c	0.01264	mM		C00004
Michaelis constant	R_EAR80x	M_nadh_c	0.01258	mM		C00004
Michaelis constant	R_NADH16pp	M_nadh_c	0.00156	mM		C00004
Michaelis constant	R_PPS	M_amp_c	0.1298	mM	R00199	C00020
Michaelis constant	R_ARGSS	M_amp_c	0.01147	mM	R01954	C00020
Michaelis constant	R_AACPS1	M_amp_c	0.03992	mM		C00020
Michaelis constant	R_ADK1	M_amp_c	0.001142	mM	R00127	C00020
Michaelis constant	R_ASNS2	M_amp_c	0.2958	mM	R00483	C00020
Michaelis constant	R_GMPS2	M_amp_c	0.0194	mM	R01231	C00020
Michaelis constant	R_AACPS3	M_amp_c	0.05354	mM		C00020
Michaelis constant	R_PRPPS	M_amp_c	0.02185	mM		C00020
Michaelis constant	R_BPNT	M_amp_c	0.334	mM	R00188	C00020
Michaelis constant	R_AACPS8	M_amp_c	0.06959	mM		C00020
Michaelis constant	R_AACPS9	M_amp_c	0.01289	mM		C00020
Michaelis constant	R_AACPS6	M_amp_c	0.02566	mM		C00020
Michaelis constant	R_AACPS7	M_amp_c	0.03072	mM		C00020
Michaelis constant	R_ADSL1r	M_amp_c	0.05454	mM	R01083	C00020
Michaelis constant	R_ASNS1	M_amp_c	4.632	mM	R00578	C00020
Michaelis constant	R_RBIO	M_amp_c	0.001989	mM		C00020
Michaelis constant	R_PSERT	M_3php_c	0.000244	mM	R04173	C03232
Michaelis constant	R_PGCD	M_3php_c	4.228e-05	mM	R01513	C03232
Michaelis constant	R_NDPK4	M_dtdp_c	0.008878	mM	R02093	C00363
Michaelis constant	R_DTMPK	M_dtdp_c	0.01662	mM	R02094	C00363
Michaelis constant	R_TMDS	M_dhf_c	0.2929	mM	R02101	C00415
Michaelis constant	R_DHFR	M_dhf_c	0.0003035	mM	R00939	C00415
Michaelis constant	R_PFL	M_for_c	24.14	mM	R00212	C00058
Michaelis constant	R_FORtppi	M_for_c	0.01732	mM		C00058
Michaelis constant	R_FORt2pp	M_for_c	0.003872	mM		C00058
Michaelis constant	R_RBIO	M_for_c	0.001989	mM		C00058
Michaelis constant	R_EX_pi_e	M_pi_e	0.3196	mM		C00009
Michaelis constant	R_PItex	M_pi_e	0.0009835	mM		C00009
Michaelis constant	R_3OAR160	M_3opalmACP_c	0.0145	mM	R04543	C05762
Michaelis constant	R_3OAS160	M_3opalmACP_c	0.008352	mM		C05762
Michaelis constant	R_3OAR181	M_3hcvac11eACP_c	0.003275	mM		
Michaelis constant	R_3HAD181	M_3hcvac11eACP_c	0.007183	mM		
Michaelis constant	R_CS	M_coa_c	0.7661	mM	R00351	C00010
Michaelis constant	R_ACALD	M_coa_c	1.898e-06	mM	R00228	C00010
Michaelis constant	R_PFL	M_coa_c	9.654e-05	mM	R00212	C00010
Michaelis constant	R_PTAr	M_coa_c	0.0004764	mM	R00230	C00010
Michaelis constant	R_MCOATA	M_coa_c	0.01318	mM	R01626	C00010
Michaelis constant	R_HSST	M_coa_c	0.4302	mM	R01777	C00010
Michaelis constant	R_MALS	M_coa_c	0.4522	mM	R00472	C00010
Michaelis constant	R_AKGDH	M_coa_c	0.001883	mM	R08549	C00010
Michaelis constant	R_SERAT	M_coa_c	0.4101	mM	R00586	C00010
Michaelis constant	R_IPPS	M_coa_c	0.2586	mM	R01213	C00010
Michaelis constant	R_ACOATA	M_coa_c	0.007346	mM	R01624	C00010
Michaelis constant	R_THDPS	M_coa_c	0.0001353	mM	R04365	C00010
Michaelis constant	R_PDH	M_coa_c	0.0006988	mM	R00209	C00010
Michaelis constant	R_ACGS	M_coa_c	0.9535	mM	R00259	C00010
Michaelis constant	R_SUCOAS	M_coa_c	8.024	mM	R00405	C00010
Michaelis constant	R_KAS15	M_coa_c	0.0105	mM	R10707	C00010
Michaelis constant	R_RBIO	M_coa_c	0.001989	mM		C00010
Michaelis constant	R_ASNS2	M_asn__L_c	0.2958	mM	R00483	C00152
Michaelis constant	R_ASNS1	M_asn__L_c	4.632	mM	R00578	C00152
Michaelis constant	R_RBIO	M_asn__L_c	0.05029	mM		C00152
Michaelis constant	R_RNDR4	M_udp_c	0.002668	mM	R02018	C00015
Michaelis constant	R_UMPK	M_udp_c	0.01683	mM	R00158	C00015
Michaelis constant	R_NDPK2	M_udp_c	0.006734	mM	R00156	C00015
Michaelis constant	R_RBIO	M_udp_c	0.001989	mM		C00015
Michaelis constant	R_LEUTAi	M_leu__L_c	1.345	mM	R01090	C00123
Michaelis constant	R_RBIO	M_leu__L_c	0.05029	mM		C00123
Michaelis constant	R_ADSL2r	M_25aics_c	0.002789	mM	R04559	C04823
Michaelis constant	R_PRASCSi	M_25aics_c	14.49	mM	R04591	C04823
Michaelis constant	R_3OAS140	M_3omrsACP_c	0.00799	mM		C05759
Michaelis constant	R_3OAR140	M_3omrsACP_c	0.01331	mM	R04566	C05759
Michaelis constant	R_ACALD	M_acald_c	16.45	mM	R00228	C00084
Michaelis constant	R_ALCD2x	M_acald_c	0.02048	mM	R00754	C00084
Michaelis constant	R_ACALDtpp	M_acald_c	0.006382	mM		C00084
Michaelis constant	R_3OAR140	M_3hmrsACP_c	0.007514	mM	R04566	C04688
Michaelis constant	R_3HAD140	M_3hmrsACP_c	0.007406	mM	R04568	C04688
Michaelis constant	R_RBIO	M_3hmrsACP_c	0.05029	mM		C04688
Michaelis constant	R_GLUPRT	M_pram_c	130.8	mM	R01072	C03090
Michaelis constant	R_PRAGSr	M_pram_c	0.003357	mM	R04144	C03090
Michaelis constant	R_ACPPAT181	M_ocdceap_c	0.005125	mM		
Michaelis constant	R_APH181	M_ocdceap_c	0.004534	mM		
Michaelis constant	R_IPMD	M_3c4mop_c	0.9529	mM	R04426	C04236
Michaelis constant	R_OMCDC	M_3c4mop_c	0.007873	mM	R01652	C04236
Michaelis constant	R_CYSTL	M_hcys__L_c	0.9677	mM	R01286	C00155
Michaelis constant	R_METS	M_hcys__L_c	0.001836	mM	R00946	C00155
Michaelis constant	R_EX_mal__L_e	M_mal__L_e	0.03213	mM		C00149
Michaelis constant	R_MALtex	M_mal__L_e	0.007966	mM		C00149
Michaelis constant	R_OMPDC	M_co2_c	0.01551	mM	R00965	C00011
Michaelis constant	R_ICDHyr	M_co2_c	0.08687	mM	R00267	C00011
Michaelis constant	R_PPCK	M_co2_c	0.07865	mM	R00341	C00011
Michaelis constant	R_ME1	M_co2_c	0.2026	mM	R00214	C00011
Michaelis constant	R_ACHBS	M_co2_c	0.2042	mM	R08648	C00011
Michaelis constant	R_ACLS	M_co2_c	0.2783	mM	R00226	C00011
Michaelis constant	R_IGPS	M_co2_c	4.213	mM	R03508	C00011
Michaelis constant	R_HCO3E	M_co2_c	0.0002585	mM	R10092	C00011
Michaelis constant	R_KAS14	M_co2_c	0.007211	mM	R04355	C00011
Michaelis constant	R_GLYCL	M_co2_c	0.0142	mM	R01221	C00011
Michaelis constant	R_PPC	M_co2_c	0.02211	mM	R00345	C00011
Michaelis constant	R_PPNDH	M_co2_c	10.24	mM	R01373	C00011
Michaelis constant	R_AKGDH	M_co2_c	0.05312	mM	R08549	C00011
Michaelis constant	R_DAPDC	M_co2_c	0.2398	mM	R00451	C00011
Michaelis constant	R_PPND	M_co2_c	40.28	mM	R01728	C00011
Michaelis constant	R_GND	M_co2_c	0.05474	mM	R01528	C00011
Michaelis constant	R_ME2	M_co2_c	0.1166	mM	R00216	C00011
Michaelis constant	R_CO2tpp	M_co2_c	0.5398	mM		C00011
Michaelis constant	R_OMCDC	M_co2_c	0.0127	mM	R01652	C00011
Michaelis constant	R_PDH	M_co2_c	0.1431	mM	R00209	C00011
Michaelis constant	R_KAS15	M_co2_c	0.0105	mM	R10707	C00011
Michaelis constant	R_3OAS161	M_co2_c	0.005388	mM		C00011
Michaelis constant	R_3OAS141	M_co2_c	0.005377	mM		C00011
Michaelis constant	R_3OAS181	M_co2_c	0.004967	mM		C00011
Michaelis constant	R_3OAS140	M_co2_c	0.00799	mM		C00011
Michaelis constant	R_3OAS60	M_co2_c	0.00849	mM		C00011
