!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
standard chemical potential		M_glyc__R_c	14.31	kJ/mol		C00258
standard chemical potential		M_g6p_c	36.96	kJ/mol		C00092
standard chemical potential		M_trdrd_c	7.732	kJ/mol		C00342
standard chemical potential		M_methf_c	-34.62	kJ/mol		C00445
standard chemical potential		M_ddcaACP_c	15.87	kJ/mol		
standard chemical potential		M_prpp_c	-19.76	kJ/mol		C00119
standard chemical potential		M_histd_c	51.88	kJ/mol		C00860
standard chemical potential		M_for_p	2.823	kJ/mol		C00058
standard chemical potential		M_orot_c	-44.13	kJ/mol		C00295
standard chemical potential		M_glc__D_p	6.866	kJ/mol		C00031
standard chemical potential		M_q8_c	41.68	kJ/mol		C17569
standard chemical potential		M_orn_c	9.347	kJ/mol		C00077
standard chemical potential		M_dcaACP_c	10.65	kJ/mol		
standard chemical potential		M_3hcddec5eACP_c	-13.32	kJ/mol		
standard chemical potential		M_tddec2eACP_c	17.07	kJ/mol		C05758
standard chemical potential		M_hdca_c	66.21	kJ/mol		C00249
standard chemical potential		M_fgam_c	41.91	kJ/mol		C04376
standard chemical potential		M_cit_c	-47.27	kJ/mol		C00158
standard chemical potential		M_skm5p_c	-33.98	kJ/mol		C03175
standard chemical potential		M_oaa_c	-25.76	kJ/mol		C00036
standard chemical potential		M_23dhmp_c	-10.91	kJ/mol		C06007
standard chemical potential		M_fprica_c	140	kJ/mol		C04734
standard chemical potential		M_glcn_e	17.64	kJ/mol		C00257
standard chemical potential		M_ac_p	-6.005	kJ/mol		C00033
standard chemical potential		M_his__L_c	7.891	kJ/mol		C00135
standard chemical potential		M_so4_c	7.487	kJ/mol		C00059
standard chemical potential		M_6pgl_c	6.122	kJ/mol		C01236
standard chemical potential		M_2dda7p_c	35.52	kJ/mol		C04691
standard chemical potential		M_sl2a6o_c	5.615	kJ/mol		C04462
standard chemical potential		M_gtp_c	149.5	kJ/mol		C00044
standard chemical potential		M_so4_p	6.37	kJ/mol		C00059
standard chemical potential		M_succ_c	-33.48	kJ/mol		C00042
standard chemical potential		M_aps_c	214.3	kJ/mol		C00224
standard chemical potential		M_thdp_c	52.2	kJ/mol		C03972
standard chemical potential		M_cdp_c	68.46	kJ/mol		C00112
standard chemical potential		M_glyc__R_e	16.44	kJ/mol		C00258
standard chemical potential		M_nadph_c	41.64	kJ/mol		C00005
standard chemical potential		M_acglu_c	-22.59	kJ/mol		C00624
standard chemical potential		M_3hddecACP_c	-2.842	kJ/mol		C05757
standard chemical potential		M_2obut_c	-33.03	kJ/mol		C00109
standard chemical potential		M_cddec5eACP_c	9.766	kJ/mol		
standard chemical potential		M_glyc_c	22.04	kJ/mol		C00116
standard chemical potential		M_val__L_c	16.02	kJ/mol		C00183
standard chemical potential		M_pro__L_c	-10.38	kJ/mol		C00148
standard chemical potential		M_cbasp_c	15.28	kJ/mol		C00438
standard chemical potential		M_mqn8_c	5.303	kJ/mol		
standard chemical potential		M_lac__D_p	15.84	kJ/mol		C00256
standard chemical potential		M_malACP_c	-36.29	kJ/mol		C01209
standard chemical potential		M_3hdecACP_c	-7.959	kJ/mol		C04619
standard chemical potential		M_cdec3eACP_c	11.16	kJ/mol		
standard chemical potential		M_3hcmrs7eACP_c	-14.74	kJ/mol		
standard chemical potential		M_glu__L_p	-4.537	kJ/mol		C00025
standard chemical potential		M_3oddecACP_c	-2.048	kJ/mol		C05756
standard chemical potential		M_glyc__R_p	18.18	kJ/mol		C00258
standard chemical potential		M_3ooctdACP_c	11.34	kJ/mol		
standard chemical potential		M_but2eACP_c	-18.07	kJ/mol		C04246
standard chemical potential		M_ddca_c	57.59	kJ/mol		
standard chemical potential		M_pyr_c	-0.674	kJ/mol		C00022
standard chemical potential		M_dump_c	12.72	kJ/mol		C00365
standard chemical potential		M_acon_C_c	-16.86	kJ/mol		C00417
standard chemical potential		M_ocdcap_c	-121.1	kJ/mol		
standard chemical potential		M_grxox_c	9.55	kJ/mol		
standard chemical potential		M_icit_c	-36.93	kJ/mol		C00311
standard chemical potential		M_lac__D_c	10.28	kJ/mol		C00256
standard chemical potential		M_nadh_c	45.3	kJ/mol		C00004
standard chemical potential		M_amp_c	238.5	kJ/mol		C00020
standard chemical potential		M_3php_c	8.709	kJ/mol		C03232
standard chemical potential		M_dtdp_c	-46.41	kJ/mol		C00363
standard chemical potential		M_dhf_c	7.753	kJ/mol		C00415
standard chemical potential		M_for_c	3.168	kJ/mol		C00058
standard chemical potential		M_pi_e	-7.138	kJ/mol		C00009
standard chemical potential		M_3opalmACP_c	9.442	kJ/mol		C05762
standard chemical potential		M_3hcvac11eACP_c	-22.95	kJ/mol		
standard chemical potential		M_coa_c	22.45	kJ/mol		C00010
standard chemical potential		M_asn__L_c	-29.33	kJ/mol		C00152
standard chemical potential		M_udp_c	-2.134	kJ/mol		C00015
standard chemical potential		M_leu__L_c	-26.08	kJ/mol		C00123
standard chemical potential		M_25aics_c	127.5	kJ/mol		C04823
standard chemical potential		M_3omrsACP_c	2.09	kJ/mol		C05759
standard chemical potential		M_acald_c	11.35	kJ/mol		C00084
standard chemical potential		M_3hmrsACP_c	1.483	kJ/mol		C04688
standard chemical potential		M_pram_c	-28.52	kJ/mol		C03090
standard chemical potential		M_ocdceap_c	-137	kJ/mol		
standard chemical potential		M_3c4mop_c	-47.3	kJ/mol		C04236
standard chemical potential		M_hcys__L_c	-56.05	kJ/mol		C00155
standard chemical potential		M_mal__L_e	8.827	kJ/mol		C00149
standard chemical potential		M_co2_c	-105.8	kJ/mol		C00011
standard chemical potential		M_pi_p	-34.52	kJ/mol		C00009
standard chemical potential		M_fum_e	12.25	kJ/mol		C00122
standard chemical potential		M_acald_e	13.96	kJ/mol		C00084
standard chemical potential		M_etoh_p	21.35	kJ/mol		C00469
standard chemical potential		M_gthox_c	1.086	kJ/mol		C00127
standard chemical potential		M_gar_c	-9.099	kJ/mol		C03838
standard chemical potential		M_3haACP_c	-38.03	kJ/mol		C01271
standard chemical potential		M_3ooctACP_c	-17.63	kJ/mol		C05750
standard chemical potential		M_3ocmrs7eACP_c	-6.643	kJ/mol		
standard chemical potential		M_acg5p_c	-45.78	kJ/mol		C04133
standard chemical potential		M_4pasp_c	-53.09	kJ/mol		C03082
standard chemical potential		M_glu5p_c	-47.81	kJ/mol		C03287
standard chemical potential		M_h2o_e	4.992	kJ/mol		C00001
standard chemical potential		M_23dhdp_c	38.74	kJ/mol		C03340
standard chemical potential		M_3mop_c	-31.69	kJ/mol		C00671
standard chemical potential		M_dgtp_c	149.3	kJ/mol		C00286
standard chemical potential		M_rib__D_e	8.022	kJ/mol		C00121
standard chemical potential		M_dcamp_c	230.8	kJ/mol		C03794
standard chemical potential		M_myrsACP_c	21.17	kJ/mol		
standard chemical potential		M_ACP_c	0.4675	kJ/mol		C00229
standard chemical potential		M_palmACP_c	27.52	kJ/mol		
standard chemical potential		M_succoa_c	-11.53	kJ/mol		C00091
standard chemical potential		M_xyl__D_c	48.91	kJ/mol		C00181
standard chemical potential		M_for_e	9.57	kJ/mol		C00058
concentration		M_dhap_c	0.1566	mM		C00111
concentration		M_prbatp_c	0.1	mM		C02739
concentration		M_10fthf_c	0.1	mM		C00234
concentration		M_co2_e	0.1	mM		C00011
concentration		M_akg_e	0.1	mM		C00026
concentration		M_2pg_c	0.1	mM		C00631
concentration		M_13dpg_c	0.1	mM		C00236
concentration		M_prbamp_c	0.1	mM		C02741
concentration		M_fpram_c	0.1	mM		
concentration		M_thr__L_c	0.1566	mM		C00188
concentration		M_fum_p	0.1	mM		C00122
concentration		M_flxr_c	0.1	mM		
concentration		M_gln__L_e	0.1347	mM		C00064
concentration		M_3ohexACP_c	0.1	mM		C05746
concentration		M_3ocddec5eACP_c	0.1	mM		
concentration		M_r5p_c	0.1	mM		C03736
concentration		M_akg_c	6.477	mM		C00026
concentration		M_ac_c	0.06387	mM		C00033
concentration		M_dca_c	0.1	mM		
concentration		M_citr__L_c	0.1	mM		C00327
concentration		M_34hpp_c	0.1	mM		C01179
concentration		M_pep_c	10	mM		C00074
concentration		M_h_c	0.4327	mM		C00080
concentration		M_rib__D_c	0.1	mM		C00121
concentration		M_gthrd_c	0.1	mM		C00051
concentration		M_actACP_c	0.1	mM		C05744
concentration		M_hdcea_c	0.0912	mM		
concentration		M_actp_c	0.1	mM		C00227
concentration		M_pyr_p	0.1	mM		C00022
concentration		M_cyst__L_c	0.1	mM		C02291
concentration		M_dutp_c	0.1	mM		C00460
concentration		M_octa_c	0.1	mM		C06423
concentration		M_h2o_p	0.1	mM		C00001
concentration		M_glyc3p_c	0.1566	mM		C00093
concentration		M_2ahbut_c	0.1	mM		C06006
concentration		M_ser__L_c	0.1566	mM		C00065
concentration		M_toct2eACP_c	0.09807	mM		C05751
concentration		M_ump_c	0.06387	mM		C00105
concentration		M_hdceap_c	0.1097	mM		
concentration		M_3pg_c	0.3755	mM		C00197
concentration		M_ctp_c	0.1566	mM		C00063
concentration		M_dadp_c	0.1	mM		C00206
concentration		M_xu5p__D_c	0.1	mM		C00231
concentration		M_aspsa_c	0.05644	mM		C00441
concentration		M_the2eACP_c	0.09714	mM		C05748
concentration		M_t3c9palmeACP_c	0.09573	mM		
concentration		M_accoa_c	0.1607	mM		C00024
concentration		M_arg__L_c	0.1566	mM		C00062
concentration		M_26dap_LL_c	0.1	mM		C00666
concentration		M_asp__L_c	0.1566	mM		C00049
concentration		M_acg5sa_c	0.1	mM		C01250
concentration		M_hexACP_c	0.1	mM		
concentration		M_skm_c	0.1	mM		C00493
concentration		M_imp_c	0.1	mM		C00130
concentration		M_o2_c	0.001	mM		C00007
concentration		M_ocdcea_c	0.09115	mM		C00712
concentration		M_h_p	10	mM		C00080
concentration		M_succ_p	0.1	mM		C00042
concentration		M_phpyr_c	0.1	mM		C00166
concentration		M_fru_e	0.1	mM		C00095
concentration		M_pyr_e	0.1	mM		C00022
concentration		M_5mthf_c	0.06605	mM		C00440
concentration		M_nad_c	1	mM		C00003
concentration		M_tdeACP_c	0.1	mM		
concentration		M_3ocvac11eACP_c	0.1	mM		
concentration		M_3hoctaACP_c	0.1038	mM		C16220
concentration		M_ocdca_c	0.1	mM		C01530
concentration		M_adp_c	0.6046	mM		C00008
concentration		M_mal__L_c	0.1358	mM		C00149
concentration		M_g3p_c	0.1	mM		C00118
concentration		M_etoh_c	0.1	mM		C00469
concentration		M_so3_c	0.1	mM		C00094
concentration		M_met__L_c	0.1566	mM		C00073
concentration		M_aicar_c	0.1	mM		C04677
concentration		M_5aizc_c	0.1	mM		C04751
concentration		M_ac_e	0.1003	mM		C00033
concentration		M_glx_c	0.1	mM		C00048
concentration		M_etoh_e	0.1	mM		C00469
concentration		M_glcn_p	0.1	mM		C00257
concentration		M_air_c	0.1	mM		
concentration		M_6pgc_c	0.1	mM		C00345
concentration		M_nh4_c	0.1566	mM		C01342
concentration		M_tdec2eACP_c	0.09789	mM		C05754
concentration		M_hdeACP_c	0.1566	mM		
concentration		M_pi_c	10	mM		C00009
concentration		M_argsuc_c	0.1	mM		C03406
concentration		M_nh4_p	0.1	mM		C01342
concentration		M_chor_c	0.001	mM		C00251
concentration		M_hom__L_c	0.1	mM		C00263
concentration		M_dgdp_c	0.1	mM		C00361
concentration		M_q8h2_c	1	mM		
concentration		M_3odecACP_c	0.1	mM		C05753
concentration		M_tyr__L_c	0.1566	mM		C00082
concentration		M_cys__L_c	0.1566	mM		C00097
concentration		M_xylu__D_c	0.1	mM		C00310
concentration		M_h2s_c	0.1	mM		C00283
concentration		M_e4p_c	0.1	mM		C00279
concentration		M_trp__L_c	0.1566	mM		C00078
concentration		M_acser_c	0.1	mM		C00979
concentration		M_lys__L_c	0.1566	mM		C00047
concentration		M_dudp_c	0.1	mM		C01346
concentration		M_atp_c	3.449	mM		C00002
concentration		M_indole_c	0.1	mM		C00463
concentration		M_eig3p_c	0.1	mM		C04666
concentration		M_26dap__M_c	0.1566	mM		C00680
concentration		M_thf_c	0.06387	mM		C00101
concentration		M_orot5p_c	0.1	mM		C01103
concentration		M_h_e	0.1	mM		C00080
concentration		M_gln__L_p	0.1	mM		C00064
concentration		M_glyc_p	0.1	mM		C00116
concentration		M_5caiz_c	0.1	mM		C15667
concentration		M_mal__L_p	0.1	mM		C00149
concentration		M_3hcpalm9eACP_c	0.1045	mM		
concentration		M_3ocpalm9eACP_c	0.1	mM		
concentration		M_butACP_c	0.1	mM		
concentration		M_dttp_c	0.1566	mM		C00459
concentration		M_ttdca_c	0.1	mM		
concentration		M_lac__D_e	0.1	mM		C00256
concentration		M_trdox_c	0.7598	mM		C00343
concentration		M_3ig3p_c	0.1	mM		C03506
concentration		M_sl26da_c	0.1	mM		C04421
concentration		M_3hoctACP_c	0.102	mM		C04620
concentration		M_dctp_c	0.1566	mM		C00458
concentration		M_toctd2eACP_c	0.09637	mM		C16221
concentration		M_grxrd_c	0.1	mM		
concentration		M_ru5p__D_c	0.1566	mM		C00199
concentration		M_23dhmb_c	0.1	mM		C04272
concentration		M_pran_c	0.1	mM		C04302
concentration		M_glcn_c	0.1	mM		C00257
concentration		M_paps_c	0.1	mM		C00053
concentration		M_utp_c	0.1566	mM		C00075
concentration		M_dhor__S_c	0.03587	mM		C00337
concentration		M_glyc_e	0.1	mM		C00116
concentration		M_4mop_c	0.1	mM		C00233
concentration		M_fdp_c	0.1	mM		C00354
concentration		M_dtmp_c	0.1	mM		C00364
concentration		M_gdp_c	0.1	mM		C00035
concentration		M_o2_p	0.1	mM		C00007
concentration		M_datp_c	0.1566	mM		C00131
concentration		M_ppi_c	0.06262	mM		C00013
concentration		M_nadp_c	0.1	mM		C00006
concentration		M_glu__L_c	10	mM		C00025
concentration		M_fum_c	0.5495	mM		C00122
concentration		M_akg_p	0.1	mM		C00026
concentration		M_acorn_c	0.1	mM		C00437
concentration		M_glu5sa_c	0.06944	mM		C01165
concentration		M_ile__L_c	0.1566	mM		C00407
concentration		M_ocACP_c	0.1	mM		
concentration		M_3dhq_c	2.548	mM		C00944
concentration		M_hisp_c	0.008976	mM		C01100
concentration		M_so4_e	0.1	mM		C00059
concentration		M_glu__L_e	0.1	mM		C00025
concentration		M_cbp_c	0.1	mM		C00169
concentration		M_3mob_c	0.1566	mM		C00141
concentration		M_suchms_c	0.1	mM		C01118
concentration		M_tpalm2eACP_c	0.0965	mM		C05763
concentration		M_3hpalmACP_c	0.1036	mM		C04633
concentration		M_gln__L_c	0.001987	mM		C00064
concentration		M_3c3hmp_c	0.1	mM		C02504
concentration		M_anth_c	10	mM		C00108
concentration		M_pap_c	0.1	mM		C00054
concentration		M_xmp_c	0.102	mM		C00655
concentration		M_2cpr5p_c	0.1	mM		C01302
concentration		M_rib__D_p	0.1	mM		C00121
concentration		M_xyl__D_p	0.1255	mM		C00181
concentration		M_octeACP_c	0.1	mM		
concentration		M_3hhexACP_c	0.1029	mM		C05747
concentration		M_t3c5ddeceACP_c	0.09566	mM		
concentration		M_co2_p	0.1	mM		C00011
concentration		M_ala__L_c	0.1566	mM		C00041
concentration		M_hco3_c	0.1026	mM		C00288
concentration		M_phe__L_c	0.1566	mM		C00079
concentration		M_mlthf_c	0.2371	mM		C00143
concentration		M_t3c7mrseACP_c	0.09568	mM		
concentration		M_t3c11vaceACP_c	0.096	mM		
concentration		M_1pyr5c_c	0.577	mM		C03912
concentration		M_acald_p	0.1	mM		C00084
concentration		M_2ippm_c	0.1	mM		C02631
concentration		M_3psme_c	0.1	mM		C01269
concentration		M_imacp_c	1.114	mM		C01267
concentration		M_3c2hmp_c	0.1	mM		C04411
concentration		M_pser__L_c	0.1	mM		C01005
concentration		M_ocdcaACP_c	0.1	mM		
concentration		M_gmp_c	0.09803	mM		C00144
concentration		M_3dhsk_c	0.1	mM		C02637
concentration		M_acACP_c	0.1	mM		C03939
concentration		M_h2o_c	1	mM		C00001
concentration		M_alac__S_c	0.1	mM		C06010
concentration		M_dcdp_c	0.1	mM		C00705
concentration		M_gly_c	0.1566	mM		C00037
concentration		M_flxso_c	0.1	mM		
concentration		M_malcoa_c	0.09742	mM		C00083
concentration		M_fru_p	0.1	mM		C00095
concentration		M_xyl__D_e	0.1	mM		C00181
concentration		M_phom_c	0.1	mM		C01102
concentration		M_glc__D_e	0.1	mM		C00031
concentration		M_nh4_e	0.1	mM		C01342
concentration		M_f6p_c	0.1566	mM		C05345
concentration		M_pphn_c	0.1	mM		C00254
concentration		M_prlp_c	0.1	mM		C04916
concentration		M_s7p_c	0.1	mM		C05382
concentration		M_prfp_c	0.1	mM		C04896
concentration		M_tmrs2eACP_c	0.0989	mM		C05760
concentration		M_o2_e	0.1	mM		C00007
concentration		M_succ_e	0.1152	mM		C00042
concentration		M_mql8_c	0.001	mM		
concentration		M_glyc__R_c	0.1	mM		C00258
concentration		M_g6p_c	0.1	mM		C00092
concentration		M_trdrd_c	0.01316	mM		C00342
concentration		M_methf_c	0.1	mM		C00445
concentration		M_ddcaACP_c	0.1	mM		
concentration		M_prpp_c	0.1566	mM		C00119
concentration		M_histd_c	0.1	mM		C00860
concentration		M_for_p	0.08567	mM		C00058
concentration		M_orot_c	0.2788	mM		C00295
concentration		M_glc__D_p	0.1	mM		C00031
concentration		M_q8_c	0.1	mM		C17569
concentration		M_orn_c	0.1	mM		C00077
concentration		M_dcaACP_c	0.1	mM		
concentration		M_3hcddec5eACP_c	0.1045	mM		
concentration		M_tddec2eACP_c	0.09845	mM		C05758
concentration		M_hdca_c	0.1	mM		C00249
concentration		M_fgam_c	0.1	mM		C04376
concentration		M_cit_c	0.1	mM		C00158
concentration		M_skm5p_c	0.1	mM		C03175
concentration		M_oaa_c	0.1	mM		C00036
concentration		M_23dhmp_c	0.1	mM		C06007
concentration		M_fprica_c	0.1	mM		C04734
concentration		M_glcn_e	0.1	mM		C00257
concentration		M_ac_p	0.1	mM		C00033
concentration		M_his__L_c	0.1566	mM		C00135
concentration		M_so4_c	0.09989	mM		C00059
concentration		M_6pgl_c	0.1	mM		C01236
concentration		M_2dda7p_c	0.003924	mM		C04691
concentration		M_sl2a6o_c	0.007269	mM		C04462
concentration		M_gtp_c	0.1566	mM		C00044
concentration		M_so4_p	0.1567	mM		C00059
concentration		M_succ_c	0.0182	mM		C00042
concentration		M_aps_c	0.1	mM		C00224
concentration		M_thdp_c	0.09742	mM		C03972
concentration		M_cdp_c	0.06387	mM		C00112
concentration		M_glyc__R_e	0.1	mM		C00258
concentration		M_nadph_c	0.1139	mM		C00005
concentration		M_acglu_c	6.357	mM		C00624
concentration		M_3hddecACP_c	0.1016	mM		C05757
concentration		M_2obut_c	0.1	mM		C00109
concentration		M_cddec5eACP_c	0.1	mM		
concentration		M_glyc_c	0.1	mM		C00116
concentration		M_val__L_c	0.1566	mM		C00183
concentration		M_pro__L_c	0.02713	mM		C00148
concentration		M_cbasp_c	0.1	mM		C00438
concentration		M_mqn8_c	10	mM		
concentration		M_lac__D_p	0.1	mM		C00256
concentration		M_malACP_c	0.1	mM		C01209
concentration		M_3hdecACP_c	0.1022	mM		C04619
concentration		M_cdec3eACP_c	0.1	mM		
concentration		M_3hcmrs7eACP_c	0.1045	mM		
concentration		M_glu__L_p	0.1	mM		C00025
concentration		M_3oddecACP_c	0.1	mM		C05756
concentration		M_glyc__R_p	0.1	mM		C00258
concentration		M_3ooctdACP_c	0.1	mM		
concentration		M_but2eACP_c	0.09747	mM		C04246
concentration		M_ddca_c	0.1	mM		
concentration		M_pyr_c	9.5	mM		C00022
concentration		M_dump_c	0.1	mM		C00365
concentration		M_acon_C_c	0.1	mM		C00417
concentration		M_ocdcap_c	0.1	mM		
concentration		M_grxox_c	0.1	mM		
concentration		M_icit_c	0.1	mM		C00311
concentration		M_lac__D_c	0.1	mM		C00256
concentration		M_nadh_c	0.05919	mM		C00004
concentration		M_amp_c	0.06262	mM		C00020
concentration		M_3php_c	0.02663	mM		C03232
concentration		M_dtdp_c	0.1	mM		C00363
concentration		M_dhf_c	0.1	mM		C00415
concentration		M_for_c	0.07456	mM		C00058
concentration		M_pi_e	0.1	mM		C00009
concentration		M_3opalmACP_c	0.1	mM		C05762
concentration		M_3hcvac11eACP_c	0.1042	mM		
concentration		M_coa_c	1	mM		C00010
concentration		M_asn__L_c	0.1566	mM		C00152
concentration		M_udp_c	0.06387	mM		C00015
concentration		M_leu__L_c	0.1566	mM		C00123
concentration		M_25aics_c	0.1	mM		C04823
concentration		M_3omrsACP_c	0.1	mM		C05759
concentration		M_acald_c	0.1	mM		C00084
concentration		M_3hmrsACP_c	0.1583	mM		C04688
concentration		M_pram_c	0.1	mM		C03090
concentration		M_ocdceap_c	0.1097	mM		
concentration		M_3c4mop_c	0.1	mM		C04236
concentration		M_hcys__L_c	0.1	mM		C00155
concentration		M_mal__L_e	0.1	mM		C00149
