!!SBtab TableID='ParameterKcat' TableType='Quantity' TableName='ParameterKcat' SBtabVersion='1.0'
!QuantityType	!Compound	!Reaction	!Unit	!Mean	!Std	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
product catalytic rate constant		R_SHSL1	1/s	7.32262960834817	NaN		R03260
product catalytic rate constant		R_THD2pp	1/s	3.84083241779726	NaN		
product catalytic rate constant		R_TKT2	1/s	32.2780254754625	NaN		R01830
substrate catalytic rate constant		R_TKT2	1/s	3.04933639576167	NaN		R01830
product catalytic rate constant		R_ATPS4rpp	1/s	251.91568917966	NaN		
substrate catalytic rate constant		R_ATPS4rpp	1/s	9.23452646768522	NaN		
product catalytic rate constant		R_GK1	1/s	37.5362994835745	NaN		R00332
substrate catalytic rate constant		R_GK1	1/s	5.6792186294654	NaN		R00332
product catalytic rate constant		R_CYTBDpp	1/s	2.54015100963198	NaN		
product catalytic rate constant		R_CYTBD2pp	1/s	3.52714995698814	NaN		
product catalytic rate constant		R_METS	1/s	5.10275366474256	NaN		R00946
product catalytic rate constant		R_PRASCSi	1/s	5.51462248092798	NaN		R04591
product catalytic rate constant		R_MTHFC	1/s	40.9179055518934	NaN		R01655
substrate catalytic rate constant		R_MTHFC	1/s	10.2408562348246	NaN		R01655
product catalytic rate constant		R_MTHFD	1/s	40.9179055518934	NaN		R01220
substrate catalytic rate constant		R_MTHFD	1/s	8.1147720294708	NaN		R01220
product catalytic rate constant		R_GRXR	1/s	6.53234101016794	NaN		
product catalytic rate constant		R_RNDR1b	1/s	0.292833268948748	NaN		
product catalytic rate constant		R_RNDR2b	1/s	0.890564856384955	NaN		
product catalytic rate constant		R_ACGK	1/s	6.48212821323525	NaN		R02649
product catalytic rate constant		R_GNK	1/s	26.65476051773	NaN		R01737
product catalytic rate constant		R_GLUDy	1/s	2.76251429399887	NaN		R00248
substrate catalytic rate constant		R_GLUDy	1/s	73.6723861331866	NaN		R00248
product catalytic rate constant		R_HSTPT	1/s	5.95604008098527	NaN		R03243
product catalytic rate constant		R_THDPS	1/s	1.67766321744612	NaN		R04365
product catalytic rate constant		R_THRD_L	1/s	27.9180832027581	NaN		R00996
product catalytic rate constant		R_RNDR2	1/s	1.81006811784821	NaN		R02019
product catalytic rate constant		R_DHFR	1/s	2.90061019080615	NaN		R00939
substrate catalytic rate constant		R_DHFR	1/s	2.44839118615962	NaN		R00939
product catalytic rate constant		R_PRAIi	1/s	3.3782204712377	NaN		R03509
product catalytic rate constant		R_TYRTA	1/s	3.16687227344071	NaN		R00734
substrate catalytic rate constant		R_TYRTA	1/s	7.25480859173671	NaN		R00734
product catalytic rate constant		R_SHKK	1/s	12.9343442798416	NaN		R02412
product catalytic rate constant		R_GLUSy	1/s	2.65221345400859	NaN		R00114
product catalytic rate constant		R_IG3PS	1/s	5.01309001891081	NaN		R04558
product catalytic rate constant		R_PDH	1/s	71.8999038314613	NaN		R00209
product catalytic rate constant		R_MTHFR2	1/s	3.72011217539015	NaN		R07168
product catalytic rate constant		R_DUTPDP	1/s	0.0256586672596037	NaN		R02100
product catalytic rate constant		R_NTP5	1/s	8.87224563595125	NaN		R00569
product catalytic rate constant		R_GLNS	1/s	14.6228727970929	NaN		R00253
product catalytic rate constant		R_ACGS	1/s	25.9221785816804	NaN		R00259
product catalytic rate constant		R_SUCOAS	1/s	4.19871463441526	NaN		R00405
substrate catalytic rate constant		R_SUCOAS	1/s	61.7010992525447	NaN		R00405
product catalytic rate constant		R_PRAIS	1/s	14.5830301099742	NaN		
product catalytic rate constant		R_AACPS8	1/s	2.00440558897423	NaN		
product catalytic rate constant		R_AACPS9	1/s	0.0069399937015198	NaN		
product catalytic rate constant		R_AACPS6	1/s	2.00440558897423	NaN		
product catalytic rate constant		R_AACPS7	1/s	0.900429350378871	NaN		
product catalytic rate constant		R_HISTP	1/s	3.33369150802907	NaN		R03013
product catalytic rate constant		R_LDH_D	1/s	5.60187181883392	NaN		R00704
substrate catalytic rate constant		R_LDH_D	1/s	11.5637911006675	NaN		R00704
product catalytic rate constant		R_KAS15	1/s	14.9841776036285	NaN		R10707
product catalytic rate constant		R_T2DECAI	1/s	2.04743283973816	NaN		
substrate catalytic rate constant		R_T2DECAI	1/s	2.65329094242641	NaN		
product catalytic rate constant		R_3OAS161	1/s	1.87647496051425	NaN		
product catalytic rate constant		R_DHQS	1/s	38.124802408187	NaN		R03083
product catalytic rate constant		R_EAR161x	1/s	1.49190406602306	NaN		
product catalytic rate constant		R_PGCD	1/s	37.464286427222	NaN		R01513
product catalytic rate constant		R_3OAS141	1/s	1.87647496051425	NaN		
product catalytic rate constant		R_3OAR121	1/s	3.76323216049135	NaN		
product catalytic rate constant		R_ADSL1r	1/s	4.03656199673189	NaN		R01083
substrate catalytic rate constant		R_ADSL1r	1/s	3.15405021774824	NaN		R01083
product catalytic rate constant		R_AICART	1/s	11.8847026786785	NaN		R04560
substrate catalytic rate constant		R_AICART	1/s	3.40653355146525	NaN		R04560
product catalytic rate constant		R_PFK	1/s	82.5718700845639	NaN		
product catalytic rate constant		R_PGM	1/s	65.5660929763939	NaN		R01518
substrate catalytic rate constant		R_PGM	1/s	127.719945620252	NaN		R01518
product catalytic rate constant		R_CYTBO3_4pp	1/s	231.866104193224	NaN		
product catalytic rate constant		R_EAR141x	1/s	1.49190406602306	NaN		
product catalytic rate constant		R_EAR181x	1/s	0.507402231738151	NaN		
product catalytic rate constant		R_TPI	1/s	193.906572544439	NaN		R01015
substrate catalytic rate constant		R_TPI	1/s	80.254876804397	NaN		R01015
product catalytic rate constant		R_RPI	1/s	3.44715903870091	NaN		
substrate catalytic rate constant		R_RPI	1/s	51.7085083213736	NaN		
product catalytic rate constant		R_3OAR120	1/s	4.4800608462323	NaN		R04964
substrate catalytic rate constant		R_3OAR120	1/s	3.96741055037907	NaN		R04964
product catalytic rate constant		R_3HAD80	1/s	2.40749402726052	NaN		R04537
product catalytic rate constant		R_3HAD120	1/s	2.40749402726052	NaN		R04965
product catalytic rate constant		R_EAR180x	1/s	2.29088602673159	NaN		
product catalytic rate constant		R_EAR180y	1/s	2.08745482863002	NaN		
product catalytic rate constant		R_ACONTb	1/s	46.7619680706142	NaN		R01900
substrate catalytic rate constant		R_ACONTb	1/s	14.1251914179772	NaN		R01900
product catalytic rate constant		R_3HAD161	1/s	2.40749402726052	NaN		
product catalytic rate constant		R_SUCDi	1/s	91.6139639993793	NaN		
product catalytic rate constant		R_ASNS1	1/s	3.64088864694953	NaN		R00578
product catalytic rate constant		R_EAR80y	1/s	2.33507712266043	NaN		
product catalytic rate constant		R_EAR120y	1/s	2.33507712266043	NaN		
product catalytic rate constant		R_3OAR181	1/s	1.27988953981167	NaN		
product catalytic rate constant		R_3HAD121	1/s	2.40749402726052	NaN		
product catalytic rate constant		R_EAR140x	1/s	1.35081523236687	NaN		
product catalytic rate constant		R_3OAS181	1/s	1.31640661008089	NaN		
product catalytic rate constant		R_3OAS140	1/s	1.51896359918247	NaN		
product catalytic rate constant		R_3OAR140	1/s	4.26551759693818	NaN		R04566
substrate catalytic rate constant		R_3OAR140	1/s	3.96741055037907	NaN		R04566
product catalytic rate constant		R_EAR160y	1/s	2.08745482863002	NaN		
product catalytic rate constant		R_3OAR160	1/s	3.19280138872202	NaN		R04543
substrate catalytic rate constant		R_3OAR160	1/s	3.96741055037907	NaN		R04543
product catalytic rate constant		R_3HAD181	1/s	2.40749402726052	NaN		
product catalytic rate constant		R_EAR100y	1/s	2.33507712266043	NaN		
product catalytic rate constant		R_3OAR141	1/s	3.76323216049135	NaN		
product catalytic rate constant		R_3OAR161	1/s	3.76323216049135	NaN		
product catalytic rate constant		R_3HAD141	1/s	2.40749402726052	NaN		
product catalytic rate constant		R_EAR121x	1/s	1.49190406602306	NaN		
product catalytic rate constant		R_ACONTa	1/s	64.3449622458679	NaN		R01325
substrate catalytic rate constant		R_ACONTa	1/s	8.0304739370086	NaN		R01325
product catalytic rate constant		R_3HAD40	1/s	2.40749402726052	NaN		
product catalytic rate constant		R_3OAS60	1/s	2.63598512051591	NaN		
product catalytic rate constant		R_3OAS160	1/s	2.63598512051591	NaN		
product catalytic rate constant		R_3OAR60	1/s	8.24337196264866	NaN		R04953
